# ---$x/\lambda_\mathrm{l}$---	---$z/\lambda_\mathrm{l}$---
-1.01367 0.0545402
-1.0127 0.0545402
-1.01172 0.0545402
-1.01074 0.0545402
-1.00977 0.0545402
-1.00879 0.0545402
-1.00781 0.0545402
-1.00684 0.0545402
-1.00586 0.0545402
-1.00488 0.0545402
-1.00391 0.0545402
-1.00293 0.0545402
-1.00195 0.0545402
-1.00098 0.0545402
-1 0.0545402
-0.999023 0.0545402
-0.998047 0.0545402
-0.99707 0.0545402
-0.996094 0.0545402
-0.995117 0.0545402
-0.994141 0.0545402
-0.993164 0.0545402
-0.992188 0.0545402
-0.991211 0.0545402
-0.990234 0.0545402
-0.989258 0.0545402
-0.988281 0.0545402
-0.987305 0.0545402
-0.986328 0.0545402
-0.985352 0.0545402
-0.984375 0.0545402
-0.983398 0.0545402
-0.982422 0.0545402
-0.981445 0.0545402
-0.980469 0.0545402
-0.979492 0.0545402
-0.978516 0.0545402
-0.977539 0.0545402
-0.976562 0.0545402
-0.975586 0.0545402
-0.974609 0.0545402
-0.973633 0.0545402
-0.972656 0.0545402
-0.97168 0.0545402
-0.970703 0.0545402
-0.969727 0.0545402
-0.96875 0.0545402
-0.967773 0.0545402
-0.966797 0.0545402
-0.96582 0.0545402
-0.964844 0.0545402
-0.963867 0.0545402
-0.962891 0.0545402
-0.961914 0.0545402
-0.960938 0.0545402
-0.959961 0.0545402
-0.958984 0.0545402
-0.958008 0.0545402
-0.957031 0.0545402
-0.956055 0.0545402
-0.955078 0.0545402
-0.954102 0.0545402
-0.953125 0.0545402
-0.952148 0.0545402
-0.951172 0.0545402
-0.950195 0.0545402
-0.949219 0.0545402
-0.948242 0.0545402
-0.947266 0.0545402
-0.946289 0.0545402
-0.945312 0.0545402
-0.944336 0.0545402
-0.943359 0.0545402
-0.942383 0.0545402
-0.941406 0.0545402
-0.94043 0.0545402
-0.939453 0.0545402
-0.938477 0.0545402
-0.9375 0.0545402
-0.936523 0.0545402
-0.935547 0.0545402
-0.93457 0.0545402
-0.933594 0.0545402
-0.932617 0.0545402
-0.931641 0.0545402
-0.930664 0.0545402
-0.929688 0.0545402
-0.928711 0.0545402
-0.927734 0.0545402
-0.926758 0.0545402
-0.925781 0.0545402
-0.924805 0.0545402
-0.923828 0.0545402
-0.922852 0.0545402
-0.921875 0.0545402
-0.920898 0.0545402
-0.919922 0.0545402
-0.918945 0.0545402
-0.917969 0.0545402
-0.916992 0.0545402
-0.916016 0.0545402
-0.915039 0.0545402
-0.914062 0.0545402
-0.913086 0.0545402
-0.912109 0.0545402
-0.911133 0.0545402
-0.910156 0.0545402
-0.90918 0.0545402
-0.908203 0.0545402
-0.907227 0.0545402
-0.90625 0.0545402
-0.905273 0.0545402
-0.904297 0.0545402
-0.90332 0.0545402
-0.902344 0.0545402
-0.901367 0.0545402
-0.900391 0.0545402
-0.899414 0.0545402
-0.898438 0.0545402
-0.897461 0.0545402
-0.896484 0.0545402
-0.895508 0.0545402
-0.894531 0.0545402
-0.893555 0.0545402
-0.892578 0.0545402
-0.891602 0.0545402
-0.890625 0.0545402
-0.889648 0.0545402
-0.888672 0.0545402
-0.887695 0.0545402
-0.886719 0.0545402
-0.885742 0.0545402
-0.884766 0.0545402
-0.883789 0.0545402
-0.882812 0.0545402
-0.881836 0.0545402
-0.880859 0.0545402
-0.879883 0.0545402
-0.878906 0.0545402
-0.87793 0.0545402
-0.876953 0.0545402
-0.875977 0.0545402
-0.875 0.0545402
