# ---$x/\lambda_\mathrm{l}$---	---$z/\lambda_\mathrm{l}$---
0.313477 0.0275584
0.314453 0.0275223
0.31543 0.0274865
0.316406 0.0274509
0.317383 0.0274156
0.318359 0.0273805
0.319336 0.0273458
0.320312 0.0273113
0.321289 0.0272772
0.322266 0.0272435
0.323242 0.02721
0.324219 0.0271769
0.325195 0.0271442
0.326172 0.0271118
0.327148 0.0270798
0.328125 0.0270482
0.329102 0.027017
0.330078 0.0269861
0.331055 0.0269556
0.332031 0.0269255
0.333008 0.0268958
0.333984 0.0268664
0.334961 0.0268375
0.335938 0.0268089
0.336914 0.0267807
0.337891 0.0267528
0.338867 0.0267254
0.339844 0.0266983
0.34082 0.0266716
0.341797 0.0266453
0.342773 0.0266193
0.34375 0.0265937
0.344727 0.0265684
0.345703 0.0265435
0.34668 0.0265189
0.347656 0.0264947
0.348633 0.0264708
0.349609 0.0264472
0.350586 0.026424
0.351562 0.026401
0.352539 0.0263784
0.353516 0.0263561
0.354492 0.0263342
0.355469 0.0263125
0.356445 0.0262911
0.357422 0.0262699
0.358398 0.0262491
0.359375 0.0262286
0.360352 0.0262083
0.361328 0.0261883
0.362305 0.0261685
0.363281 0.026149
0.364258 0.0261298
0.365234 0.0261108
0.366211 0.026092
0.367188 0.0260735
0.368164 0.0260552
0.369141 0.0260372
0.370117 0.0260193
0.371094 0.0260017
0.37207 0.0259843
0.373047 0.0259671
0.374023 0.0259501
0.375 0.0259333
0.375977 0.0259166
0.376953 0.0259002
0.37793 0.025884
0.378906 0.0258679
0.379883 0.0258521
0.380859 0.0258364
0.381836 0.0258209
0.382812 0.0258055
0.383789 0.0257903
0.384766 0.0257753
0.385742 0.0257604
0.386719 0.0257457
0.387695 0.0257311
0.388672 0.0257167
0.389648 0.0257024
0.390625 0.0256883
0.391602 0.0256743
0.392578 0.0256605
0.393555 0.0256468
0.394531 0.0256332
0.395508 0.0256197
0.396484 0.0256064
0.397461 0.0255932
0.398438 0.0255802
0.399414 0.0255672
0.400391 0.0255544
0.401367 0.0255417
0.402344 0.0255291
0.40332 0.0255166
0.404297 0.0255042
0.405273 0.025492
0.40625 0.0254798
0.407227 0.0254678
0.408203 0.0254559
0.40918 0.025444
0.410156 0.0254323
0.411133 0.0254207
0.412109 0.0254092
0.413086 0.0253978
0.414062 0.0253864
0.415039 0.0253752
0.416016 0.0253641
0.416992 0.025353
0.417969 0.0253421
0.418945 0.0253312
0.419922 0.0253205
0.420898 0.0253098
0.421875 0.0252992
0.422852 0.0252887
0.423828 0.0252783
0.424805 0.025268
0.425781 0.0252578
0.426758 0.0252476
0.427734 0.0252376
0.428711 0.0252276
0.429688 0.0252177
0.430664 0.0252079
0.431641 0.0251982
0.432617 0.0251885
0.433594 0.0251789
0.43457 0.0251694
0.435547 0.02516
0.436523 0.0251507
0.4375 0.0251414
0.438477 0.0251322
0.439453 0.0251231
0.44043 0.0251141
0.441406 0.0251051
0.442383 0.0250962
0.443359 0.0250874
0.444336 0.0250787
0.445312 0.02507
0.446289 0.0250614
0.447266 0.0250529
0.448242 0.0250445
0.449219 0.0250361
0.450195 0.0250278
0.451172 0.0250195
0.452148 0.0250114
0.453125 0.0250033
0.454102 0.0249952
0.455078 0.0249873
0.456055 0.0249794
0.457031 0.0249715
0.458008 0.0249638
0.458984 0.0249561
0.459961 0.0249484
0.460938 0.0249409
0.461914 0.0249334
0.462891 0.0249259
0.463867 0.0249185
0.464844 0.0249112
0.46582 0.024904
0.466797 0.0248968
0.467773 0.0248897
0.46875 0.0248826
0.469727 0.0248756
0.470703 0.0248686
0.47168 0.0248618
0.472656 0.0248549
0.473633 0.0248482
0.474609 0.0248415
0.475586 0.0248348
0.476562 0.0248282
0.477539 0.0248217
0.478516 0.0248153
0.479492 0.0248088
0.480469 0.0248025
0.481445 0.0247962
0.482422 0.0247899
0.483398 0.0247838
0.484375 0.0247776
0.485352 0.0247716
0.486328 0.0247655
0.487305 0.0247596
0.488281 0.0247537
0.489258 0.0247478
0.490234 0.024742
0.491211 0.0247363
0.492188 0.0247306
0.493164 0.0247249
0.494141 0.0247193
0.495117 0.0247138
0.496094 0.0247083
0.49707 0.0247028
0.498047 0.0246975
0.499023 0.0246921
0.5 0.0246868
0.500977 0.0246816
0.501953 0.0246764
0.50293 0.0246713
0.503906 0.0246662
0.504883 0.0246611
0.505859 0.0246562
0.506836 0.0246512
0.507812 0.0246463
0.508789 0.0246415
0.509766 0.0246367
0.510742 0.0246319
0.511719 0.0246272
0.512695 0.0246225
0.513672 0.0246179
0.514648 0.0246133
0.515625 0.0246088
0.516602 0.0246043
0.517578 0.0245999
0.518555 0.0245955
0.519531 0.0245911
0.520508 0.0245868
0.521484 0.0245826
0.522461 0.0245784
0.523438 0.0245742
0.524414 0.02457
0.525391 0.0245659
0.526367 0.0245619
0.527344 0.0245579
0.52832 0.0245539
0.529297 0.02455
0.530273 0.0245461
0.53125 0.0245423
0.532227 0.0245385
0.533203 0.0245347
0.53418 0.024531
0.535156 0.0245273
0.536133 0.0245236
0.537109 0.02452
0.538086 0.0245165
0.539062 0.0245129
0.540039 0.0245095
0.541016 0.024506
0.541992 0.0245026
0.542969 0.0244992
0.543945 0.0244959
0.544922 0.0244926
0.545898 0.0244893
0.546875 0.0244861
0.547852 0.0244829
0.548828 0.0244797
0.549805 0.0244766
0.550781 0.0244735
0.551758 0.0244705
0.552734 0.0244675
0.553711 0.0244645
0.554688 0.0244615
0.555664 0.0244586
0.556641 0.0244558
0.557617 0.0244529
0.558594 0.0244501
0.55957 0.0244473
0.560547 0.0244446
0.561523 0.0244419
0.5625 0.0244392
0.563477 0.0244366
0.564453 0.024434
0.56543 0.0244314
0.566406 0.0244289
0.567383 0.0244263
0.568359 0.0244239
0.569336 0.0244214
0.570312 0.024419
0.571289 0.0244166
0.572266 0.0244143
0.573242 0.024412
0.574219 0.0244097
0.575195 0.0244074
0.576172 0.0244052
0.577148 0.024403
0.578125 0.0244008
0.579102 0.0243987
0.580078 0.0243966
0.581055 0.0243945
0.582031 0.0243925
0.583008 0.0243904
0.583984 0.0243885
0.584961 0.0243865
0.585938 0.0243846
0.586914 0.0243827
0.587891 0.0243808
0.588867 0.024379
0.589844 0.0243771
0.59082 0.0243754
0.591797 0.0243736
0.592773 0.0243719
0.59375 0.0243702
0.594727 0.0243685
0.595703 0.0243669
0.59668 0.0243653
0.597656 0.0243637
0.598633 0.0243621
0.599609 0.0243606
0.600586 0.0243591
0.601562 0.0243576
0.602539 0.0243561
0.603516 0.0243547
0.604492 0.0243533
0.605469 0.0243519
0.606445 0.0243506
0.607422 0.0243493
0.608398 0.024348
0.609375 0.0243467
0.610352 0.0243455
0.611328 0.0243443
0.612305 0.0243431
0.613281 0.024342
0.614258 0.0243408
0.615234 0.0243397
0.616211 0.0243386
0.617188 0.0243376
0.618164 0.0243366
0.619141 0.0243356
0.620117 0.0243346
0.621094 0.0243337
0.62207 0.0243327
0.623047 0.0243318
0.624023 0.024331
0.625 0.0243301
0.625977 0.0243293
0.626953 0.0243285
0.62793 0.0243278
0.628906 0.024327
0.629883 0.0243263
0.630859 0.0243256
0.631836 0.024325
0.632812 0.0243243
0.633789 0.0243237
0.634766 0.0243231
0.635742 0.0243226
0.636719 0.024322
0.637695 0.0243215
0.638672 0.024321
0.639648 0.0243206
0.640625 0.0243202
0.641602 0.0243198
0.642578 0.0243194
0.643555 0.024319
0.644531 0.0243187
0.645508 0.0243184
0.646484 0.0243181
0.647461 0.0243179
0.648438 0.0243177
0.649414 0.0243175
0.650391 0.0243173
0.651367 0.0243172
0.652344 0.0243171
0.65332 0.024317
0.654297 0.0243169
0.655273 0.0243169
0.65625 0.0243169
0.657227 0.0243169
0.658203 0.0243169
0.65918 0.024317
0.660156 0.0243171
0.661133 0.0243173
0.662109 0.0243174
0.663086 0.0243176
0.664062 0.0243178
0.665039 0.0243181
0.666016 0.0243183
0.666992 0.0243186
0.667969 0.0243189
0.668945 0.0243193
0.669922 0.0243197
0.670898 0.0243201
0.671875 0.0243205
0.672852 0.024321
0.673828 0.0243215
0.674805 0.024322
0.675781 0.0243226
0.676758 0.0243232
0.677734 0.0243238
0.678711 0.0243244
0.679688 0.0243251
0.680664 0.0243258
0.681641 0.0243265
0.682617 0.0243273
0.683594 0.0243281
0.68457 0.0243289
0.685547 0.0243298
0.686523 0.0243307
0.6875 0.0243316
0.688477 0.0243326
0.689453 0.0243335
0.69043 0.0243346
0.691406 0.0243356
0.692383 0.0243367
0.693359 0.0243378
0.694336 0.024339
0.695312 0.0243402
0.696289 0.0243414
0.697266 0.0243426
0.698242 0.0243439
0.699219 0.0243452
0.700195 0.0243466
0.701172 0.024348
0.702148 0.0243494
0.703125 0.0243509
0.704102 0.0243524
0.705078 0.0243539
0.706055 0.0243555
0.707031 0.0243571
0.708008 0.0243588
0.708984 0.0243605
0.709961 0.0243622
0.710938 0.024364
0.711914 0.0243658
0.712891 0.0243676
0.713867 0.0243695
0.714844 0.0243714
0.71582 0.0243734
0.716797 0.0243754
0.717773 0.0243775
0.71875 0.0243796
0.719727 0.0243817
0.720703 0.0243839
0.72168 0.0243861
0.722656 0.0243884
0.723633 0.0243907
0.724609 0.0243931
0.725586 0.0243955
0.726562 0.024398
0.727539 0.0244005
0.728516 0.024403
0.729492 0.0244056
0.730469 0.0244083
0.731445 0.024411
0.732422 0.0244138
0.733398 0.0244166
0.734375 0.0244194
0.735352 0.0244224
0.736328 0.0244253
0.737305 0.0244283
0.738281 0.0244314
0.739258 0.0244346
0.740234 0.0244378
0.741211 0.024441
0.742188 0.0244443
0.743164 0.0244477
0.744141 0.0244511
0.745117 0.0244546
0.746094 0.0244582
0.74707 0.0244618
0.748047 0.0244655
0.749023 0.0244692
0.75 0.024473
0.750977 0.0244769
0.751953 0.0244809
0.75293 0.0244849
0.753906 0.024489
0.754883 0.0244931
0.755859 0.0244974
0.756836 0.0245017
0.757812 0.024506
0.758789 0.0245105
0.759766 0.024515
0.760742 0.0245196
0.761719 0.0245243
0.762695 0.0245291
0.763672 0.0245339
0.764648 0.0245388
0.765625 0.0245438
0.766602 0.0245489
0.767578 0.0245541
0.768555 0.0245593
0.769531 0.0245646
0.770508 0.0245701
0.771484 0.0245756
0.772461 0.0245812
0.773438 0.0245868
0.774414 0.0245926
0.775391 0.0245984
0.776367 0.0246044
0.777344 0.0246104
0.77832 0.0246165
0.779297 0.0246227
0.780273 0.024629
0.78125 0.0246353
0.782227 0.0246418
0.783203 0.0246483
0.78418 0.0246549
0.785156 0.0246616
0.786133 0.0246684
0.787109 0.0246752
0.788086 0.0246821
0.789062 0.0246891
0.790039 0.0246962
0.791016 0.0247033
0.791992 0.0247105
0.792969 0.0247177
0.793945 0.024725
0.794922 0.0247323
0.795898 0.0247397
0.796875 0.0247472
0.797852 0.0247546
0.798828 0.0247621
0.799805 0.0247696
0.800781 0.0247771
0.801758 0.0247846
0.802734 0.0247921
0.803711 0.0247996
0.804688 0.0248071
0.805664 0.0248145
0.806641 0.0248219
0.807617 0.0248293
0.808594 0.0248366
0.80957 0.0248438
0.810547 0.024851
0.811523 0.0248581
0.8125 0.024865
0.813477 0.0248718
0.814453 0.0248784
0.81543 0.0248848
0.816406 0.0248909
0.817383 0.0248967
0.818359 0.0249021
0.819336 0.0249071
0.820312 0.0249115
0.821289 0.0249152
0.822266 0.0249181
0.823242 0.02492
0.824219 0.0249208
0.825195 0.0249202
0.826172 0.0249179
0.827148 0.0249134
0.828125 0.0249063
0.829102 0.0248956
0.830078 0.0248801
0.831055 0.0248579
0.832031 0.0248259
0.833008 0.0247827
0.833984 0.0247375
0.834961 0.0247026
0.835938 0.0246837
0.836914 0.0246804
0.837891 0.0246867
0.838867 0.0246947
0.839844 0.0246968
0.84082 0.0246875
0.841797 0.0246553
0.842773 0.0245936
0.84375 0.0245439
0.844727 0.0245299
0.845703 0.024564
0.84668 0.0246481
0.847656 0.0247666
0.848633 0.0248335
0.849609 0.0248695
0.850586 0.0248924
0.851562 0.0249061
0.852539 0.0249132
0.853516 0.0249142
0.854492 0.0249093
0.855469 0.0248983
0.856445 0.0248804
0.857422 0.0248547
0.858398 0.0248199
0.859375 0.0247743
0.860352 0.0247164
0.861328 0.0246462
0.862305 0.0245631
0.863281 0.0244658
0.864258 0.0243506
0.865234 0.0241938
0.866211 0.0240385
0.867188 0.0239045
0.868164 0.0238021
0.869141 0.0237367
0.870117 0.0237099
0.871094 0.0237193
0.87207 0.023757
0.873047 0.023791
0.874023 0.0237791
0.875 0.0237371
0.875977 0.0236641
0.876953 0.0235505
0.87793 0.0233718
0.878906 0.0230649
0.879883 0.022703
0.880859 0.0223646
0.881836 0.0221014
0.882812 0.0219386
0.883789 0.0218657
0.884766 0.0218408
0.885742 0.0218076
0.886719 0.0217187
0.887695 0.0215556
0.888672 0.0213362
0.889648 0.0211064
0.890625 0.0209194
0.891602 0.0208124
0.892578 0.0207903
0.893555 0.0208254
0.894531 0.0208718
0.895508 0.0208883
0.896484 0.0208596
0.897461 0.0208041
0.898438 0.0207678
0.899414 0.0208044
0.900391 0.0209533
0.901367 0.0212248
0.902344 0.0215994
0.90332 0.0220397
0.904297 0.0225094
0.905273 0.0229876
0.90625 0.02347
0.907227 0.0239087
0.908203 0.0242246
0.90918 0.0244776
0.910156 0.0246928
0.911133 0.0248793
0.912109 0.0250439
0.913086 0.0251905
0.914062 0.0253223
0.915039 0.0254415
0.916016 0.0255498
0.916992 0.0256486
0.917969 0.0257391
0.918945 0.025822
0.919922 0.0258982
0.920898 0.0259682
0.921875 0.0260326
0.922852 0.0260918
0.923828 0.0261461
0.924805 0.0261958
0.925781 0.0262413
0.926758 0.0262825
0.927734 0.0263199
0.928711 0.0263533
0.929688 0.0263829
0.930664 0.0264088
0.931641 0.0264309
0.932617 0.0264493
0.933594 0.0264639
0.93457 0.0264747
0.935547 0.0264815
0.936523 0.0264843
0.9375 0.0264828
0.938477 0.0264769
0.939453 0.0264664
0.94043 0.026451
0.941406 0.0264304
0.942383 0.0264043
0.943359 0.0263722
0.944336 0.0263339
0.945312 0.0262887
0.946289 0.026236
0.947266 0.0261749
0.948242 0.0261037
0.949219 0.0260199
0.950195 0.0259189
0.951172 0.0257939
0.952148 0.0256316
0.953125 0.0254015
0.954102 0.0251741
0.955078 0.025007
0.956055 0.0249228
0.957031 0.0249254
0.958008 0.0250005
0.958984 0.0251194
0.959961 0.0252476
0.960938 0.02536
0.961914 0.025436
0.962891 0.0254944
0.963867 0.0255222
0.964844 0.0255342
0.96582 0.0255495
0.966797 0.0255883
0.967773 0.0256706
0.96875 0.0258129
0.969727 0.0260161
0.970703 0.0261847
0.97168 0.0263139
0.972656 0.026423
0.973633 0.0265183
0.974609 0.026603
0.975586 0.026679
0.976562 0.0267475
0.977539 0.0268096
0.978516 0.0268663
0.979492 0.026918
0.980469 0.0269655
0.981445 0.0270092
0.982422 0.0270495
0.983398 0.0270866
0.984375 0.0271207
0.985352 0.0271523
0.986328 0.0271813
0.987305 0.0272081
0.988281 0.027233
0.989258 0.0272561
0.990234 0.0272777
0.991211 0.0272981
0.992188 0.0273173
0.993164 0.0273352
0.994141 0.0273516
0.995117 0.0273663
0.996094 0.0273787
0.99707 0.0273882
0.998047 0.0273942
0.999023 0.0273957
1 0.0273914
1.00098 0.0273803
1.00195 0.0273601
1.00293 0.0273288
1.00391 0.0272817
1.00488 0.0272123
1.00586 0.0271001
1.00684 0.026908
1.00781 0.0267124
1.00879 0.0265212
1.00977 0.0263391
1.01074 0.0261772
1.01172 0.0260488
1.0127 0.0259654
1.01367 0.0259311
1.01465 0.025943
1.01562 0.0259933
1.0166 0.0260739
1.01758 0.0261759
1.01855 0.0262566
1.01953 0.0262808
1.02051 0.0262724
1.02148 0.0262393
1.02246 0.0261848
1.02344 0.0261112
1.02441 0.0260195
1.02539 0.025911
1.02637 0.0257864
1.02734 0.0256479
1.02832 0.025498
1.0293 0.0253374
1.03027 0.0251636
1.03125 0.0249718
1.03223 0.0247555
1.0332 0.0245071
1.03418 0.0242101
1.03516 0.0238159
1.03613 0.0233497
1.03711 0.0229455
1.03809 0.0226506
1.03906 0.0224755
1.04004 0.0224046
1.04102 0.0224084
1.04199 0.0224586
1.04297 0.0225367
1.04395 0.0226347
1.04492 0.0227487
1.0459 0.0228711
1.04688 0.0229868
1.04785 0.0230757
1.04883 0.0231205
1.0498 0.0231152
1.05078 0.0230686
1.05176 0.0230011
1.05273 0.0229358
1.05371 0.0228891
1.05469 0.0228649
1.05566 0.0228555
1.05664 0.0228487
1.05762 0.0228364
1.05859 0.0228197
1.05957 0.0228085
1.06055 0.0228158
1.06152 0.0228494
1.0625 0.0229069
1.06348 0.022976
1.06445 0.0230401
1.06543 0.0230855
1.06641 0.0231065
1.06738 0.0231052
1.06836 0.0230871
1.06934 0.0230542
1.07031 0.0230022
1.07129 0.0229213
1.07227 0.0228033
1.07324 0.0226486
1.07422 0.0224712
1.0752 0.0222959
1.07617 0.0221504
1.07715 0.0220541
1.07812 0.0220101
1.0791 0.0220033
1.08008 0.0220067
1.08105 0.0219924
1.08203 0.0219422
1.08301 0.0218529
1.08398 0.0217358
1.08496 0.0216088
1.08594 0.0214886
1.08691 0.021385
1.08789 0.0212998
1.08887 0.0212311
1.08984 0.021178
1.09082 0.0211429
1.0918 0.0211309
1.09277 0.0211445
1.09375 0.0211789
1.09473 0.0212201
1.0957 0.0212478
1.09668 0.0212422
1.09766 0.0211911
1.09863 0.0210945
1.09961 0.0209635
1.10059 0.0208149
1.10156 0.0206638
1.10254 0.0205183
1.10352 0.0203784
1.10449 0.02024
1.10547 0.0201003
1.10645 0.0199634
1.10742 0.0198409
1.1084 0.01975
1.10938 0.0197072
1.11035 0.0197239
1.11133 0.0198032
1.1123 0.0199408
1.11328 0.0201274
1.11426 0.0203517
1.11523 0.020601
1.11621 0.020861
1.11719 0.0211151
1.11816 0.0213444
1.11914 0.0215311
1.12012 0.0216631
1.12109 0.0217391
1.12207 0.0217705
1.12305 0.0217791
1.12402 0.0217915
1.125 0.0218311
1.12598 0.0219122
1.12695 0.0220377
1.12793 0.0222009
1.12891 0.0223902
1.12988 0.0225942
1.13086 0.0228036
1.13184 0.023011
1.13281 0.0232082
1.13379 0.0233839
1.13477 0.0235242
1.13574 0.023615
1.13672 0.0236481
1.1377 0.0236246
1.13867 0.0235573
1.13965 0.0234685
1.14062 0.0233839
1.1416 0.0233267
1.14258 0.0233117
1.14355 0.0233426
1.14453 0.023412
1.14551 0.0235047
1.14648 0.0236005
1.14746 0.0236789
1.14844 0.023722
1.14941 0.0237183
1.15039 0.0236651
1.15137 0.0235697
1.15234 0.0234483
1.15332 0.0233215
1.1543 0.0232086
1.15527 0.0231209
1.15625 0.0230581
1.15723 0.0230098
1.1582 0.0229612
1.15918 0.022902
1.16016 0.0228344
1.16113 0.0227752
1.16211 0.0227515
1.16309 0.0227911
1.16406 0.0229103
1.16504 0.0231068
1.16602 0.0233591
1.16699 0.0236343
1.16797 0.0239007
1.16895 0.0241395
1.16992 0.0243509
1.1709 0.0245506
1.17188 0.02476
1.17285 0.0249932
1.17383 0.0252443
1.1748 0.0254611
1.17578 0.0256423
1.17676 0.0257929
1.17773 0.0259146
1.17871 0.0260092
1.17969 0.0260773
1.18066 0.026124
1.18164 0.0261704
1.18262 0.02624
1.18359 0.0263314
1.18457 0.0264424
1.18555 0.0265648
1.18652 0.0266895
1.1875 0.0268103
1.18848 0.0269253
1.18945 0.0270365
1.19043 0.0271483
1.19141 0.027264
1.19238 0.0273807
1.19336 0.0274855
1.19434 0.0275758
1.19531 0.0276511
1.19629 0.0277122
1.19727 0.02776
1.19824 0.027795
1.19922 0.0278169
1.2002 0.027825
1.20117 0.027817
1.20215 0.0277897
1.20312 0.0277329
1.2041 0.0276196
1.20508 0.0275059
1.20605 0.0274247
1.20703 0.0273742
1.20801 0.027357
1.20898 0.0273852
1.20996 0.0274759
1.21094 0.027642
1.21191 0.0278735
1.21289 0.0280547
1.21387 0.0281746
1.21484 0.0282635
1.21582 0.028332
1.2168 0.0283852
1.21777 0.0284259
1.21875 0.0284563
1.21973 0.0284776
1.2207 0.0284911
1.22168 0.0284976
1.22266 0.0284978
1.22363 0.0284925
1.22461 0.0284822
1.22559 0.0284674
1.22656 0.0284484
1.22754 0.0284255
1.22852 0.0283991
1.22949 0.0283694
1.23047 0.0283364
1.23145 0.0283006
1.23242 0.0282623
1.2334 0.0282217
1.23438 0.0281794
1.23535 0.0281358
1.23633 0.0280912
1.2373 0.0280461
