# ---$x/\lambda_\mathrm{l}$---	---$z/\lambda_\mathrm{l}$---
-1.80957 0.0201219
-1.80859 0.0200942
-1.80762 0.0200207
-1.80664 0.0199269
-1.80566 0.0198604
-1.80469 0.0198714
-1.80371 0.0199899
-1.80273 0.0202093
-1.80176 0.0204849
-1.80078 0.0207498
-1.7998 0.0209421
-1.79883 0.0210296
-1.79785 0.0210222
-1.79688 0.0209652
-1.7959 0.0209165
-1.79492 0.0209181
-1.79395 0.0209768
-1.79297 0.0210612
-1.79199 0.0211189
-1.79102 0.0211043
-1.79004 0.0210041
-1.78906 0.0208487
-1.78809 0.0207043
-1.78711 0.0206474
-1.78613 0.0207358
-1.78516 0.0209868
-1.78418 0.0213723
-1.7832 0.0218323
-1.78223 0.0222994
-1.78125 0.0227227
-1.78027 0.023082
-1.7793 0.0233865
-1.77832 0.0236621
-1.77734 0.0239339
-1.77637 0.0242147
-1.77539 0.0245016
-1.77441 0.0247835
-1.77344 0.0250521
-1.77246 0.0253106
-1.77148 0.025574
-1.77051 0.0258631
-1.76953 0.0261925
-1.76855 0.0265611
-1.76758 0.0269476
-1.7666 0.0272933
-1.76562 0.0275468
-1.76465 0.0277468
-1.76367 0.0279072
-1.7627 0.0280319
-1.76172 0.0281217
-1.76074 0.0281715
-1.75977 0.0281623
-1.75879 0.0281176
-1.75781 0.0280702
-1.75684 0.0280288
-1.75586 0.0279982
-1.75488 0.0279821
-1.75391 0.0279829
-1.75293 0.0280015
-1.75195 0.0280378
-1.75098 0.028092
-1.75 0.0281647
-1.74902 0.0282566
-1.74805 0.0283667
-1.74707 0.0284898
-1.74609 0.0286159
-1.74512 0.0287319
-1.74414 0.0288272
-1.74316 0.0288977
-1.74219 0.0289427
-1.74121 0.0289681
-1.74023 0.0289834
-1.73926 0.028992
-1.73828 0.0289953
-1.7373 0.0289941
-1.73633 0.0289888
-1.73535 0.0289799
-1.73438 0.0289678
-1.7334 0.0289531
-1.73242 0.028936
-1.73145 0.0289171
-1.73047 0.0288968
-1.72949 0.0288752
-1.72852 0.0288526
-1.72754 0.028829
-1.72656 0.028804
-1.72559 0.0287774
-1.72461 0.0287493
-1.72363 0.0287198
-1.72266 0.02869
-1.72168 0.0286609
-1.7207 0.0286345
-1.71973 0.0286121
-1.71875 0.0285935
-1.71777 0.028577
-1.7168 0.0285606
-1.71582 0.0285431
-1.71484 0.028524
-1.71387 0.028503
-1.71289 0.0284801
-1.71191 0.0284556
-1.71094 0.0284294
-1.70996 0.0284018
-1.70898 0.0283729
-1.70801 0.0283428
-1.70703 0.0283116
-1.70605 0.0282795
-1.70508 0.0282465
-1.7041 0.0282128
-1.70312 0.0281785
-1.70215 0.0281436
-1.70117 0.0281082
-1.7002 0.0280724
-1.69922 0.0280363
-1.69824 0.0279999
-1.69727 0.0279632
-1.69629 0.0279264
-1.69531 0.0278895
-1.69434 0.0278525
-1.69336 0.0278155
-1.69238 0.0277785
-1.69141 0.0277415
-1.69043 0.0277046
-1.68945 0.0276678
-1.68848 0.0276312
-1.6875 0.0275947
-1.68652 0.0275584
-1.68555 0.0275223
-1.68457 0.0274865
-1.68359 0.0274509
-1.68262 0.0274156
-1.68164 0.0273805
-1.68066 0.0273458
-1.67969 0.0273113
-1.67871 0.0272772
-1.67773 0.0272435
-1.67676 0.02721
-1.67578 0.0271769
-1.6748 0.0271442
-1.67383 0.0271118
-1.67285 0.0270798
-1.67188 0.0270482
-1.6709 0.027017
-1.66992 0.0269861
-1.66895 0.0269556
-1.66797 0.0269255
-1.66699 0.0268958
-1.66602 0.0268664
-1.66504 0.0268375
-1.66406 0.0268089
-1.66309 0.0267807
-1.66211 0.0267528
-1.66113 0.0267254
-1.66016 0.0266983
-1.65918 0.0266716
-1.6582 0.0266453
-1.65723 0.0266193
-1.65625 0.0265937
-1.65527 0.0265684
-1.6543 0.0265435
-1.65332 0.0265189
-1.65234 0.0264947
-1.65137 0.0264708
-1.65039 0.0264472
-1.64941 0.026424
-1.64844 0.026401
-1.64746 0.0263784
-1.64648 0.0263561
-1.64551 0.0263342
-1.64453 0.0263125
-1.64355 0.0262911
-1.64258 0.0262699
-1.6416 0.0262491
-1.64062 0.0262286
-1.63965 0.0262083
-1.63867 0.0261883
-1.6377 0.0261685
-1.63672 0.026149
-1.63574 0.0261298
-1.63477 0.0261108
-1.63379 0.026092
-1.63281 0.0260735
-1.63184 0.0260552
-1.63086 0.0260372
-1.62988 0.0260193
-1.62891 0.0260017
-1.62793 0.0259843
-1.62695 0.0259671
-1.62598 0.0259501
-1.625 0.0259333
-1.62402 0.0259166
-1.62305 0.0259002
-1.62207 0.025884
-1.62109 0.0258679
-1.62012 0.0258521
-1.61914 0.0258364
-1.61816 0.0258209
-1.61719 0.0258055
-1.61621 0.0257903
-1.61523 0.0257753
-1.61426 0.0257604
-1.61328 0.0257457
-1.6123 0.0257311
-1.61133 0.0257167
-1.61035 0.0257024
-1.60938 0.0256883
-1.6084 0.0256743
-1.60742 0.0256605
-1.60645 0.0256468
-1.60547 0.0256332
-1.60449 0.0256197
-1.60352 0.0256064
-1.60254 0.0255932
-1.60156 0.0255802
-1.60059 0.0255672
-1.59961 0.0255544
-1.59863 0.0255417
-1.59766 0.0255291
-1.59668 0.0255166
-1.5957 0.0255042
-1.59473 0.025492
-1.59375 0.0254798
-1.59277 0.0254678
-1.5918 0.0254559
-1.59082 0.025444
-1.58984 0.0254323
-1.58887 0.0254207
-1.58789 0.0254092
-1.58691 0.0253978
-1.58594 0.0253864
-1.58496 0.0253752
-1.58398 0.0253641
-1.58301 0.025353
-1.58203 0.0253421
-1.58105 0.0253312
-1.58008 0.0253205
-1.5791 0.0253098
-1.57812 0.0252992
-1.57715 0.0252887
-1.57617 0.0252783
-1.5752 0.025268
-1.57422 0.0252578
-1.57324 0.0252476
-1.57227 0.0252376
-1.57129 0.0252276
-1.57031 0.0252177
-1.56934 0.0252079
-1.56836 0.0251982
-1.56738 0.0251885
-1.56641 0.0251789
-1.56543 0.0251694
-1.56445 0.02516
-1.56348 0.0251507
-1.5625 0.0251414
-1.56152 0.0251322
-1.56055 0.0251231
-1.55957 0.0251141
-1.55859 0.0251051
-1.55762 0.0250962
-1.55664 0.0250874
-1.55566 0.0250787
-1.55469 0.02507
-1.55371 0.0250614
-1.55273 0.0250529
-1.55176 0.0250445
-1.55078 0.0250361
-1.5498 0.0250278
-1.54883 0.0250195
-1.54785 0.0250114
-1.54688 0.0250033
-1.5459 0.0249952
-1.54492 0.0249873
-1.54395 0.0249794
-1.54297 0.0249715
-1.54199 0.0249638
-1.54102 0.0249561
-1.54004 0.0249484
-1.53906 0.0249409
-1.53809 0.0249334
-1.53711 0.0249259
-1.53613 0.0249185
-1.53516 0.0249112
-1.53418 0.024904
-1.5332 0.0248968
-1.53223 0.0248897
-1.53125 0.0248826
-1.53027 0.0248756
-1.5293 0.0248686
-1.52832 0.0248618
-1.52734 0.0248549
-1.52637 0.0248482
-1.52539 0.0248415
-1.52441 0.0248348
-1.52344 0.0248282
-1.52246 0.0248217
-1.52148 0.0248153
-1.52051 0.0248088
-1.51953 0.0248025
-1.51855 0.0247962
-1.51758 0.0247899
-1.5166 0.0247838
-1.51562 0.0247776
-1.51465 0.0247716
-1.51367 0.0247655
-1.5127 0.0247596
-1.51172 0.0247537
-1.51074 0.0247478
-1.50977 0.024742
-1.50879 0.0247363
-1.50781 0.0247306
-1.50684 0.0247249
-1.50586 0.0247193
-1.50488 0.0247138
-1.50391 0.0247083
-1.50293 0.0247028
-1.50195 0.0246975
-1.50098 0.0246921
-1.5 0.0246868
-1.49902 0.0246816
-1.49805 0.0246764
-1.49707 0.0246713
-1.49609 0.0246662
-1.49512 0.0246611
-1.49414 0.0246562
-1.49316 0.0246512
-1.49219 0.0246463
-1.49121 0.0246415
-1.49023 0.0246367
-1.48926 0.0246319
-1.48828 0.0246272
-1.4873 0.0246225
-1.48633 0.0246179
-1.48535 0.0246133
-1.48438 0.0246088
-1.4834 0.0246043
-1.48242 0.0245999
-1.48145 0.0245955
-1.48047 0.0245911
-1.47949 0.0245868
-1.47852 0.0245826
-1.47754 0.0245784
-1.47656 0.0245742
-1.47559 0.02457
-1.47461 0.0245659
-1.47363 0.0245619
-1.47266 0.0245579
-1.47168 0.0245539
-1.4707 0.02455
-1.46973 0.0245461
-1.46875 0.0245423
-1.46777 0.0245385
-1.4668 0.0245347
-1.46582 0.024531
-1.46484 0.0245273
-1.46387 0.0245236
-1.46289 0.02452
-1.46191 0.0245165
-1.46094 0.0245129
-1.45996 0.0245095
-1.45898 0.024506
-1.45801 0.0245026
-1.45703 0.0244992
-1.45605 0.0244959
-1.45508 0.0244926
-1.4541 0.0244893
-1.45312 0.0244861
-1.45215 0.0244829
-1.45117 0.0244797
-1.4502 0.0244766
-1.44922 0.0244735
-1.44824 0.0244705
-1.44727 0.0244675
-1.44629 0.0244645
-1.44531 0.0244615
-1.44434 0.0244586
-1.44336 0.0244558
-1.44238 0.0244529
-1.44141 0.0244501
-1.44043 0.0244473
-1.43945 0.0244446
-1.43848 0.0244419
-1.4375 0.0244392
-1.43652 0.0244366
-1.43555 0.024434
-1.43457 0.0244314
-1.43359 0.0244289
-1.43262 0.0244263
-1.43164 0.0244239
-1.43066 0.0244214
-1.42969 0.024419
-1.42871 0.0244166
-1.42773 0.0244143
-1.42676 0.024412
-1.42578 0.0244097
-1.4248 0.0244074
-1.42383 0.0244052
-1.42285 0.024403
-1.42188 0.0244008
-1.4209 0.0243987
-1.41992 0.0243966
-1.41895 0.0243945
-1.41797 0.0243925
-1.41699 0.0243904
-1.41602 0.0243885
-1.41504 0.0243865
-1.41406 0.0243846
-1.41309 0.0243827
-1.41211 0.0243808
-1.41113 0.024379
-1.41016 0.0243771
-1.40918 0.0243754
-1.4082 0.0243736
-1.40723 0.0243719
-1.40625 0.0243702
-1.40527 0.0243685
-1.4043 0.0243669
-1.40332 0.0243653
-1.40234 0.0243637
-1.40137 0.0243621
-1.40039 0.0243606
-1.39941 0.0243591
-1.39844 0.0243576
-1.39746 0.0243561
-1.39648 0.0243547
-1.39551 0.0243533
-1.39453 0.0243519
-1.39355 0.0243506
-1.39258 0.0243493
-1.3916 0.024348
-1.39062 0.0243467
-1.38965 0.0243455
-1.38867 0.0243443
-1.3877 0.0243431
-1.38672 0.024342
-1.38574 0.0243408
-1.38477 0.0243397
-1.38379 0.0243386
-1.38281 0.0243376
-1.38184 0.0243366
-1.38086 0.0243356
-1.37988 0.0243346
-1.37891 0.0243337
-1.37793 0.0243327
-1.37695 0.0243318
-1.37598 0.024331
-1.375 0.0243301
-1.37402 0.0243293
-1.37305 0.0243285
-1.37207 0.0243278
-1.37109 0.024327
-1.37012 0.0243263
-1.36914 0.0243256
-1.36816 0.024325
-1.36719 0.0243243
-1.36621 0.0243237
-1.36523 0.0243231
-1.36426 0.0243226
-1.36328 0.024322
-1.3623 0.0243215
-1.36133 0.024321
-1.36035 0.0243206
-1.35938 0.0243202
-1.3584 0.0243198
-1.35742 0.0243194
-1.35645 0.024319
-1.35547 0.0243187
-1.35449 0.0243184
-1.35352 0.0243181
-1.35254 0.0243179
-1.35156 0.0243177
-1.35059 0.0243175
-1.34961 0.0243173
-1.34863 0.0243172
-1.34766 0.0243171
-1.34668 0.024317
-1.3457 0.0243169
-1.34473 0.0243169
-1.34375 0.0243169
-1.34277 0.0243169
-1.3418 0.0243169
-1.34082 0.024317
-1.33984 0.0243171
-1.33887 0.0243173
-1.33789 0.0243174
-1.33691 0.0243176
-1.33594 0.0243178
-1.33496 0.0243181
-1.33398 0.0243183
-1.33301 0.0243186
-1.33203 0.0243189
-1.33105 0.0243193
-1.33008 0.0243197
-1.3291 0.0243201
-1.32812 0.0243205
-1.32715 0.024321
-1.32617 0.0243215
-1.3252 0.024322
-1.32422 0.0243226
-1.32324 0.0243232
-1.32227 0.0243238
-1.32129 0.0243244
-1.32031 0.0243251
-1.31934 0.0243258
-1.31836 0.0243265
-1.31738 0.0243273
-1.31641 0.0243281
-1.31543 0.0243289
-1.31445 0.0243298
-1.31348 0.0243307
-1.3125 0.0243316
-1.31152 0.0243326
-1.31055 0.0243335
-1.30957 0.0243346
-1.30859 0.0243356
-1.30762 0.0243367
-1.30664 0.0243378
-1.30566 0.024339
-1.30469 0.0243402
-1.30371 0.0243414
-1.30273 0.0243426
-1.30176 0.0243439
-1.30078 0.0243452
-1.2998 0.0243466
-1.29883 0.024348
-1.29785 0.0243494
-1.29688 0.0243509
-1.2959 0.0243524
-1.29492 0.0243539
-1.29395 0.0243555
-1.29297 0.0243571
-1.29199 0.0243588
-1.29102 0.0243605
-1.29004 0.0243622
-1.28906 0.024364
-1.28809 0.0243658
-1.28711 0.0243676
-1.28613 0.0243695
-1.28516 0.0243714
-1.28418 0.0243734
-1.2832 0.0243754
-1.28223 0.0243775
-1.28125 0.0243796
-1.28027 0.0243817
-1.2793 0.0243839
-1.27832 0.0243861
-1.27734 0.0243884
-1.27637 0.0243907
-1.27539 0.0243931
-1.27441 0.0243955
-1.27344 0.024398
-1.27246 0.0244005
-1.27148 0.024403
-1.27051 0.0244056
-1.26953 0.0244083
-1.26855 0.024411
-1.26758 0.0244138
-1.2666 0.0244166
-1.26562 0.0244194
-1.26465 0.0244224
-1.26367 0.0244253
-1.2627 0.0244283
-1.26172 0.0244314
-1.26074 0.0244346
-1.25977 0.0244378
-1.25879 0.024441
-1.25781 0.0244443
-1.25684 0.0244477
-1.25586 0.0244511
-1.25488 0.0244546
-1.25391 0.0244582
-1.25293 0.0244618
-1.25195 0.0244655
-1.25098 0.0244692
-1.25 0.024473
-1.24902 0.0244769
-1.24805 0.0244809
-1.24707 0.0244849
-1.24609 0.024489
-1.24512 0.0244931
-1.24414 0.0244974
-1.24316 0.0245017
-1.24219 0.024506
-1.24121 0.0245105
-1.24023 0.024515
-1.23926 0.0245196
-1.23828 0.0245243
-1.2373 0.0245291
-1.23633 0.0245339
-1.23535 0.0245388
-1.23438 0.0245438
-1.2334 0.0245489
-1.23242 0.0245541
-1.23145 0.0245593
-1.23047 0.0245646
-1.22949 0.0245701
-1.22852 0.0245756
-1.22754 0.0245812
-1.22656 0.0245868
-1.22559 0.0245926
-1.22461 0.0245984
-1.22363 0.0246044
-1.22266 0.0246104
-1.22168 0.0246165
-1.2207 0.0246227
-1.21973 0.024629
-1.21875 0.0246353
-1.21777 0.0246418
-1.2168 0.0246483
-1.21582 0.0246549
-1.21484 0.0246616
-1.21387 0.0246684
-1.21289 0.0246752
-1.21191 0.0246821
-1.21094 0.0246891
-1.20996 0.0246962
-1.20898 0.0247033
-1.20801 0.0247105
-1.20703 0.0247177
-1.20605 0.024725
-1.20508 0.0247323
-1.2041 0.0247397
-1.20312 0.0247472
-1.20215 0.0247546
-1.20117 0.0247621
-1.2002 0.0247696
-1.19922 0.0247771
-1.19824 0.0247846
-1.19727 0.0247921
-1.19629 0.0247996
-1.19531 0.0248071
-1.19434 0.0248145
-1.19336 0.0248219
-1.19238 0.0248293
-1.19141 0.0248366
-1.19043 0.0248438
-1.18945 0.024851
-1.18848 0.0248581
-1.1875 0.024865
-1.18652 0.0248718
-1.18555 0.0248784
-1.18457 0.0248848
-1.18359 0.0248909
-1.18262 0.0248967
-1.18164 0.0249021
-1.18066 0.0249071
-1.17969 0.0249115
-1.17871 0.0249152
-1.17773 0.0249181
-1.17676 0.02492
-1.17578 0.0249208
-1.1748 0.0249202
-1.17383 0.0249179
-1.17285 0.0249134
-1.17188 0.0249063
-1.1709 0.0248956
-1.16992 0.0248801
-1.16895 0.0248579
-1.16797 0.0248259
-1.16699 0.0247827
-1.16602 0.0247375
-1.16504 0.0247026
-1.16406 0.0246837
-1.16309 0.0246804
-1.16211 0.0246867
-1.16113 0.0246947
-1.16016 0.0246968
-1.15918 0.0246875
-1.1582 0.0246553
-1.15723 0.0245936
-1.15625 0.0245439
-1.15527 0.0245299
-1.1543 0.024564
-1.15332 0.0246481
-1.15234 0.0247666
-1.15137 0.0248335
-1.15039 0.0248695
-1.14941 0.0248924
-1.14844 0.0249061
-1.14746 0.0249132
-1.14648 0.0249142
-1.14551 0.0249093
-1.14453 0.0248983
-1.14355 0.0248804
-1.14258 0.0248547
-1.1416 0.0248199
-1.14062 0.0247743
-1.13965 0.0247164
-1.13867 0.0246462
-1.1377 0.0245631
-1.13672 0.0244658
-1.13574 0.0243506
-1.13477 0.0241938
-1.13379 0.0240385
-1.13281 0.0239045
-1.13184 0.0238021
-1.13086 0.0237367
-1.12988 0.0237099
-1.12891 0.0237193
-1.12793 0.023757
-1.12695 0.023791
-1.12598 0.0237791
-1.125 0.0237371
-1.12402 0.0236641
-1.12305 0.0235505
-1.12207 0.0233718
-1.12109 0.0230649
-1.12012 0.022703
-1.11914 0.0223646
-1.11816 0.0221014
-1.11719 0.0219386
-1.11621 0.0218657
-1.11523 0.0218408
-1.11426 0.0218076
-1.11328 0.0217187
-1.1123 0.0215556
-1.11133 0.0213362
-1.11035 0.0211064
-1.10938 0.0209194
-1.1084 0.0208124
-1.10742 0.0207903
-1.10645 0.0208254
-1.10547 0.0208718
-1.10449 0.0208883
-1.10352 0.0208596
-1.10254 0.0208041
-1.10156 0.0207678
-1.10059 0.0208044
-1.09961 0.0209533
-1.09863 0.0212248
-1.09766 0.0215994
-1.09668 0.0220397
-1.0957 0.0225094
-1.09473 0.0229876
-1.09375 0.02347
-1.09277 0.0239087
-1.0918 0.0242246
-1.09082 0.0244776
-1.08984 0.0246928
-1.08887 0.0248793
-1.08789 0.0250439
-1.08691 0.0251905
-1.08594 0.0253223
-1.08496 0.0254415
-1.08398 0.0255498
-1.08301 0.0256486
-1.08203 0.0257391
-1.08105 0.025822
-1.08008 0.0258982
-1.0791 0.0259682
-1.07812 0.0260326
-1.07715 0.0260918
-1.07617 0.0261461
-1.0752 0.0261958
-1.07422 0.0262413
-1.07324 0.0262825
-1.07227 0.0263199
-1.07129 0.0263533
-1.07031 0.0263829
-1.06934 0.0264088
-1.06836 0.0264309
-1.06738 0.0264493
-1.06641 0.0264639
-1.06543 0.0264747
-1.06445 0.0264815
-1.06348 0.0264843
-1.0625 0.0264828
-1.06152 0.0264769
-1.06055 0.0264664
-1.05957 0.026451
-1.05859 0.0264304
-1.05762 0.0264043
-1.05664 0.0263722
-1.05566 0.0263339
-1.05469 0.0262887
-1.05371 0.026236
-1.05273 0.0261749
-1.05176 0.0261037
-1.05078 0.0260199
-1.0498 0.0259189
-1.04883 0.0257939
-1.04785 0.0256316
-1.04688 0.0254015
-1.0459 0.0251741
-1.04492 0.025007
-1.04395 0.0249228
-1.04297 0.0249254
-1.04199 0.0250005
-1.04102 0.0251194
-1.04004 0.0252476
-1.03906 0.02536
-1.03809 0.025436
-1.03711 0.0254944
-1.03613 0.0255222
-1.03516 0.0255342
-1.03418 0.0255495
-1.0332 0.0255883
-1.03223 0.0256706
-1.03125 0.0258129
-1.03027 0.0260161
-1.0293 0.0261847
-1.02832 0.0263139
-1.02734 0.026423
-1.02637 0.0265183
-1.02539 0.026603
-1.02441 0.026679
-1.02344 0.0267475
-1.02246 0.0268096
-1.02148 0.0268663
-1.02051 0.026918
-1.01953 0.0269655
-1.01855 0.0270092
-1.01758 0.0270495
-1.0166 0.0270866
-1.01562 0.0271207
-1.01465 0.0271523
-1.01367 0.0271813
-1.0127 0.0272081
-1.01172 0.027233
-1.01074 0.0272561
-1.00977 0.0272777
-1.00879 0.0272981
-1.00781 0.0273173
-1.00684 0.0273352
-1.00586 0.0273516
-1.00488 0.0273663
-1.00391 0.0273787
-1.00293 0.0273882
-1.00195 0.0273942
-1.00098 0.0273957
-1 0.0273914
-0.999023 0.0273803
-0.998047 0.0273601
-0.99707 0.0273288
-0.996094 0.0272817
-0.995117 0.0272123
-0.994141 0.0271001
-0.993164 0.026908
-0.992188 0.0267124
-0.991211 0.0265212
-0.990234 0.0263391
-0.989258 0.0261772
-0.988281 0.0260488
-0.987305 0.0259654
-0.986328 0.0259311
-0.985352 0.025943
-0.984375 0.0259933
-0.983398 0.0260739
-0.982422 0.0261759
-0.981445 0.0262566
-0.980469 0.0262808
-0.979492 0.0262724
-0.978516 0.0262393
-0.977539 0.0261848
-0.976562 0.0261112
-0.975586 0.0260195
-0.974609 0.025911
-0.973633 0.0257864
-0.972656 0.0256479
-0.97168 0.025498
-0.970703 0.0253374
-0.969727 0.0251636
-0.96875 0.0249718
-0.967773 0.0247555
-0.966797 0.0245071
-0.96582 0.0242101
-0.964844 0.0238159
-0.963867 0.0233497
-0.962891 0.0229455
-0.961914 0.0226506
-0.960938 0.0224755
-0.959961 0.0224046
-0.958984 0.0224084
-0.958008 0.0224586
-0.957031 0.0225367
-0.956055 0.0226347
-0.955078 0.0227487
-0.954102 0.0228711
-0.953125 0.0229868
-0.952148 0.0230757
-0.951172 0.0231205
-0.950195 0.0231152
-0.949219 0.0230686
-0.948242 0.0230011
-0.947266 0.0229358
-0.946289 0.0228891
-0.945312 0.0228649
-0.944336 0.0228555
-0.943359 0.0228487
-0.942383 0.0228364
-0.941406 0.0228197
-0.94043 0.0228085
-0.939453 0.0228158
-0.938477 0.0228494
-0.9375 0.0229069
-0.936523 0.022976
-0.935547 0.0230401
-0.93457 0.0230855
-0.933594 0.0231065
-0.932617 0.0231052
-0.931641 0.0230871
-0.930664 0.0230542
-0.929688 0.0230022
-0.928711 0.0229213
-0.927734 0.0228033
-0.926758 0.0226486
-0.925781 0.0224712
-0.924805 0.0222959
-0.923828 0.0221504
-0.922852 0.0220541
-0.921875 0.0220101
-0.920898 0.0220033
-0.919922 0.0220067
-0.918945 0.0219924
-0.917969 0.0219422
-0.916992 0.0218529
-0.916016 0.0217358
-0.915039 0.0216088
-0.914062 0.0214886
-0.913086 0.021385
-0.912109 0.0212998
-0.911133 0.0212311
-0.910156 0.021178
-0.90918 0.0211429
-0.908203 0.0211309
-0.907227 0.0211445
-0.90625 0.0211789
-0.905273 0.0212201
-0.904297 0.0212478
-0.90332 0.0212422
-0.902344 0.0211911
-0.901367 0.0210945
-0.900391 0.0209635
-0.899414 0.0208149
-0.898438 0.0206638
-0.897461 0.0205183
-0.896484 0.0203784
-0.895508 0.02024
-0.894531 0.0201003
-0.893555 0.0199634
-0.892578 0.0198409
-0.891602 0.01975
-0.890625 0.0197072
-0.889648 0.0197239
-0.888672 0.0198032
-0.887695 0.0199408
-0.886719 0.0201274
-0.885742 0.0203517
-0.884766 0.020601
-0.883789 0.020861
-0.882812 0.0211151
-0.881836 0.0213444
-0.880859 0.0215311
-0.879883 0.0216631
-0.878906 0.0217391
-0.87793 0.0217705
-0.876953 0.0217791
-0.875977 0.0217915
-0.875 0.0218311
-0.874023 0.0219122
-0.873047 0.0220377
-0.87207 0.0222009
-0.871094 0.0223902
-0.870117 0.0225942
-0.869141 0.0228036
-0.868164 0.023011
-0.867188 0.0232082
-0.866211 0.0233839
-0.865234 0.0235242
-0.864258 0.023615
-0.863281 0.0236481
-0.862305 0.0236246
-0.861328 0.0235573
-0.860352 0.0234685
-0.859375 0.0233839
