# ---X---	---Y---
-5.10873 -3.88798e-11
-5.09875 -3.88798e-11
-5.08877 -3.88798e-11
-5.0788 -3.88798e-11
-5.06882 -3.88797e-11
-5.05884 -3.88797e-11
-5.04886 -3.88797e-11
-5.03888 -3.88797e-11
-5.02891 -3.88796e-11
-5.01893 -3.88796e-11
-5.00895 -3.88796e-11
-4.99897 -3.88795e-11
-4.98899 -3.88795e-11
-4.97902 -3.88794e-11
-4.96904 -3.88794e-11
-4.95906 -3.88793e-11
-4.94908 -3.88792e-11
-4.9391 -3.88792e-11
-4.92913 -3.88791e-11
-4.91915 -3.8879e-11
-4.90917 -3.88789e-11
-4.89919 -3.88788e-11
-4.88921 -3.88787e-11
-4.87924 -3.88787e-11
-4.86926 -3.88785e-11
-4.85928 -3.88785e-11
-4.8493 -3.88783e-11
-4.83932 -3.88782e-11
-4.82935 -3.88781e-11
-4.81937 -3.8878e-11
-4.80939 -3.88779e-11
-4.79941 -3.88777e-11
-4.78943 -3.88776e-11
-4.77946 -3.88775e-11
-4.76948 -3.88773e-11
-4.7595 -3.88772e-11
-4.74952 -3.8877e-11
-4.73954 -3.88769e-11
-4.72957 -3.88767e-11
-4.71959 -3.88765e-11
-4.70961 -3.88763e-11
-4.69963 -3.88762e-11
-4.68965 -3.8876e-11
-4.67968 -3.88758e-11
-4.6697 -3.88756e-11
-4.65972 -3.88754e-11
-4.64974 -3.88752e-11
-4.63976 -3.8875e-11
-4.62979 -3.88748e-11
-4.61981 -3.88746e-11
-4.60983 -3.88744e-11
-4.59985 -3.88741e-11
-4.58987 -3.88739e-11
-4.5799 -3.88736e-11
-4.56992 -3.88734e-11
-4.55994 -3.88732e-11
-4.54996 -3.88729e-11
-4.53998 -3.88727e-11
-4.53001 -3.88724e-11
-4.52003 -3.88721e-11
-4.51005 -3.88718e-11
-4.50007 -3.88715e-11
-4.49009 -3.88713e-11
-4.48012 -3.8871e-11
-4.47014 -3.88707e-11
-4.46016 -3.88704e-11
-4.45018 -3.88701e-11
-4.4402 -3.88697e-11
-4.43023 -3.88694e-11
-4.42025 -3.88691e-11
-4.41027 -3.88687e-11
-4.40029 -3.88684e-11
-4.39031 -3.8868e-11
-4.38034 -3.88677e-11
-4.37036 -3.88673e-11
-4.36038 -3.88669e-11
-4.3504 -3.88666e-11
-4.34042 -3.88662e-11
-4.33045 -3.88658e-11
-4.32047 -3.88654e-11
-4.31049 -3.8865e-11
-4.30051 -3.88646e-11
-4.29053 -3.88642e-11
-4.28056 -3.88638e-11
-4.27058 -3.88633e-11
-4.2606 -3.88629e-11
-4.25062 -3.88624e-11
-4.24064 -3.8862e-11
-4.23067 -3.88615e-11
-4.22069 -3.88611e-11
-4.21071 -3.88606e-11
-4.20073 -3.88601e-11
-4.19075 -3.88596e-11
-4.18078 -3.88591e-11
-4.1708 -3.88586e-11
-4.16082 -3.88581e-11
-4.15084 -3.88575e-11
-4.14086 -3.8857e-11
-4.13089 -3.88565e-11
-4.12091 -3.8856e-11
-4.11093 -3.88554e-11
-4.10095 -3.88548e-11
-4.09097 -3.88542e-11
-4.081 -3.88537e-11
-4.07102 -3.88531e-11
-4.06104 -3.88525e-11
-4.05106 -3.88519e-11
-4.04108 -3.88512e-11
-4.03111 -3.88506e-11
-4.02113 -3.885e-11
-4.01115 -3.88493e-11
-4.00117 -3.88487e-11
-3.99119 -3.8848e-11
-3.98122 -3.88473e-11
-3.97124 -3.88466e-11
-3.96126 -3.8846e-11
-3.95128 -3.88452e-11
-3.94131 -3.88445e-11
-3.93133 -3.88438e-11
-3.92135 -3.88431e-11
-3.91137 -3.88423e-11
-3.90139 -3.88415e-11
-3.89142 -3.88408e-11
-3.88144 -3.884e-11
-3.87146 -3.88392e-11
-3.86148 -3.88384e-11
-3.8515 -3.88376e-11
-3.84153 -3.88368e-11
-3.83155 -3.88359e-11
-3.82157 -3.88351e-11
-3.81159 -3.88342e-11
-3.80161 -3.88333e-11
-3.79164 -3.88324e-11
-3.78166 -3.88316e-11
-3.77168 -3.88306e-11
-3.7617 -3.88297e-11
-3.75172 -3.88288e-11
-3.74175 -3.88278e-11
-3.73177 -3.88269e-11
-3.72179 -3.88259e-11
-3.71181 -3.88249e-11
-3.70183 -3.88239e-11
-3.69186 -3.88228e-11
-3.68188 -3.88218e-11
-3.6719 -3.88208e-11
-3.66192 -3.88197e-11
-3.65194 -3.88186e-11
-3.64197 -3.88176e-11
-3.63199 -3.88164e-11
-3.62201 -3.88153e-11
-3.61203 -3.88142e-11
-3.60205 -3.8813e-11
-3.59208 -3.88119e-11
-3.5821 -3.88107e-11
-3.57212 -3.88095e-11
-3.56214 -3.88083e-11
-3.55216 -3.8807e-11
-3.54219 -3.88058e-11
-3.53221 -3.88045e-11
-3.52223 -3.88033e-11
-3.51225 -3.8802e-11
-3.50227 -3.88007e-11
-3.4923 -3.87993e-11
-3.48232 -3.8798e-11
-3.47234 -3.87966e-11
-3.46236 -3.87952e-11
-3.45238 -3.87938e-11
-3.44241 -3.87924e-11
-3.43243 -3.8791e-11
