# ---$r/a_\mathrm{H}$---	---Y---
-2.55436 1
-2.54439 1
-2.53441 1
-2.52443 1
-2.51445 1
-2.50447 1
-2.4945 1
-2.48452 1
-2.47454 1
-2.46456 1
-2.45458 1
-2.44461 1
-2.43463 1
-2.42465 1
-2.41467 1
-2.40469 1
-2.39472 1
-2.38474 1
-2.37476 1
-2.36478 1
-2.35481 1
-2.34483 1
-2.33485 1
-2.32487 1
-2.31489 1
-2.30492 1
-2.29494 1
-2.28496 1
-2.27498 1
-2.265 1
-2.25503 1
-2.24505 1
-2.23507 1
-2.22509 1
-2.21511 8.99407e-10
-2.20514 2.96276e-10
-2.19516 1.79335e-10
-2.18518 1.30143e-10
-2.1752 1.03036e-10
-2.16522 8.56092e-11
-2.15525 7.33469e-11
-2.14527 6.41041e-11
-2.13529 5.80456e-11
-2.12531 5.2941e-11
-2.11533 4.85092e-11
-2.10536 4.4534e-11
-2.09538 4.14996e-11
-2.0854 3.90196e-11
-2.07542 3.71319e-11
-2.06544 3.50778e-11
-2.05547 3.34056e-11
-2.04549 3.16737e-11
-2.03551 3.03362e-11
-2.02553 2.90775e-11
-2.01555 2.79032e-11
-2.00558 2.67874e-11
-1.9956 2.60171e-11
-1.98562 2.52515e-11
-1.97564 2.41078e-11
-1.96566 2.33212e-11
-1.95569 2.25057e-11
-1.94571 2.19344e-11
-1.93573 2.1356e-11
-1.92575 2.06793e-11
-1.91577 2.01236e-11
-1.9058 1.95696e-11
-1.89582 1.89511e-11
-1.88584 1.84336e-11
-1.87586 1.79646e-11
-1.86588 1.74871e-11
-1.85591 1.69774e-11
-1.84593 1.6585e-11
-1.83595 1.61237e-11
-1.82597 1.56907e-11
-1.81599 1.53059e-11
-1.80602 1.49314e-11
-1.79604 1.4513e-11
-1.78606 1.41791e-11
-1.77608 1.37503e-11
-1.7661 1.34117e-11
-1.75613 1.30714e-11
-1.74615 1.27804e-11
-1.73617 1.24092e-11
-1.72619 1.21303e-11
-1.71621 1.17998e-11
-1.70624 1.15143e-11
-1.69626 1.11957e-11
-1.68628 1.0932e-11
-1.6763 1.06224e-11
-1.66632 1.03743e-11
-1.65635 1.01026e-11
-1.64637 9.85552e-12
-1.63639 9.58003e-12
-1.62641 9.35356e-12
-1.61643 9.10349e-12
-1.60646 8.88842e-12
-1.59648 8.63104e-12
-1.5865 8.43356e-12
-1.57652 8.1901e-12
-1.56654 7.99321e-12
-1.55657 7.74014e-12
-1.54659 7.56565e-12
-1.53661 7.33921e-12
-1.52663 7.18002e-12
-1.51665 6.96055e-12
-1.50668 6.78882e-12
-1.4967 6.59567e-12
-1.48672 6.42758e-12
-1.47674 6.23529e-12
-1.46676 6.09108e-12
-1.45679 5.90618e-12
-1.44681 5.7413e-12
-1.43683 5.57511e-12
-1.42685 5.43653e-12
-1.41687 5.27921e-12
-1.4069 5.1429e-12
-1.39692 4.99342e-12
-1.38694 4.86501e-12
-1.37696 4.71498e-12
-1.36698 4.58902e-12
-1.35701 4.45033e-12
-1.34703 4.32671e-12
-1.33705 4.19951e-12
-1.32707 4.08439e-12
-1.31709 3.96065e-12
-1.30712 3.85814e-12
-1.29714 3.74576e-12
-1.28716 3.63599e-12
-1.27718 3.51771e-12
-1.2672 3.43285e-12
-1.25723 3.33468e-12
-1.24725 3.23049e-12
-1.23727 3.13518e-12
-1.22729 3.05094e-12
-1.21731 2.95828e-12
-1.20734 2.87093e-12
-1.19736 2.78622e-12
-1.18738 2.71355e-12
-1.1774 2.62656e-12
-1.16742 2.55128e-12
-1.15745 2.47817e-12
-1.14747 2.41956e-12
-1.13749 2.3462e-12
-1.12751 2.27318e-12
-1.11753 2.20244e-12
-1.10756 2.14488e-12
-1.09758 2.07976e-12
-1.0876 2.02199e-12
-1.07762 1.96239e-12
-1.06764 1.90615e-12
-1.05767 1.84857e-12
-1.04769 1.80001e-12
-1.03771 1.74271e-12
-1.02773 1.69536e-12
-1.01775 1.64655e-12
-1.00778 1.60171e-12
-0.997799 1.55175e-12
-0.987821 1.5114e-12
-0.977843 1.46167e-12
-0.967865 1.41692e-12
-0.957887 1.37559e-12
-0.947909 1.33897e-12
-0.937931 1.30154e-12
-0.927953 1.2604e-12
-0.917975 1.21937e-12
-0.907997 1.18713e-12
-0.898019 1.14821e-12
-0.888041 1.11267e-12
-0.878063 1.07511e-12
-0.868085 1.04475e-12
-0.858107 1.00839e-12
-0.848129 9.75107e-13
-0.838151 9.41165e-13
-0.828173 9.12604e-13
-0.818195 8.79946e-13
-0.808217 8.47582e-13
-0.798239 8.15154e-13
-0.788261 7.85443e-13
-0.778283 7.55096e-13
-0.768305 7.24637e-13
-0.758327 6.96433e-13
-0.748349 6.67845e-13
-0.738371 6.39425e-13
-0.728393 6.11337e-13
-0.718415 5.83706e-13
-0.708437 5.56369e-13
-0.698459 5.31016e-13
-0.688481 5.04652e-13
-0.678503 4.78601e-13
-0.668525 4.54186e-13
-0.658547 4.30162e-13
-0.648569 4.05618e-13
-0.638591 3.82133e-13
-0.628613 3.60305e-13
-0.618635 3.37837e-13
-0.608657 3.15274e-13
-0.598679 2.93238e-13
-0.588701 2.71544e-13
-0.578723 2.47252e-13
-0.568745 2.18237e-13
-0.558767 0.0961824
-0.548789 0.186398
-0.538811 0.240241
-0.528833 0.279504
-0.518855 0.310172
-0.508877 0.335138
-0.498899 0.356127
-0.488921 0.37414
-0.478943 0.389827
-0.468965 0.403661
-0.458987 0.416049
-0.449009 0.427181
-0.439031 0.437287
-0.429053 0.446572
-0.419075 0.455094
-0.409097 0.462963
-0.399119 0.470302
-0.389142 0.477167
-0.379164 0.483612
-0.369186 0.489656
-0.359208 0.495378
-0.34923 0.500803
-0.339252 0.505958
-0.329274 0.510866
-0.319296 0.515577
-0.309318 0.520091
-0.29934 0.524391
-0.289362 0.528539
-0.279384 0.532557
-0.269406 0.536426
-0.259428 0.540144
-0.24945 0.543772
-0.239472 0.547276
-0.229494 0.550678
-0.219516 0.553996
-0.209538 0.557209
-0.19956 0.560361
-0.189582 0.56342
-0.179604 0.566401
-0.169626 0.569334
-0.159648 0.572197
-0.14967 0.574994
-0.139692 0.57773
-0.129714 0.580429
-0.119736 0.583072
-0.109758 0.585663
-0.0997799 0.588224
-0.0898019 0.590727
-0.0798239 0.593195
-0.0698459 0.59564
-0.0598679 0.598044
-0.0498899 0.600419
-0.0399119 0.602757
-0.029934 0.605061
-0.019956 0.60735
-0.00997799 0.609617
0 0.611864
0.00997799 0.614082
0.019956 0.616282
0.029934 0.618466
0.0399119 0.620627
0.0498899 0.622783
0.0598679 0.624926
0.0698459 0.627058
0.0798239 0.629179
0.0898019 0.631285
0.0997799 0.63339
0.109758 0.63549
0.119736 0.637584
0.129714 0.639682
0.139692 0.641769
0.14967 0.643855
0.159648 0.645947
0.169626 0.648049
0.179604 0.650145
0.189582 0.652244
0.19956 0.654363
0.209538 0.656487
0.219516 0.658619
0.229494 0.66076
0.239472 0.662919
0.24945 0.665097
0.259428 0.667288
0.269406 0.669495
0.279384 0.671727
0.289362 0.673984
0.29934 0.676263
0.309318 0.678566
0.319296 0.680894
0.329274 0.683257
0.339252 0.685659
0.34923 0.688093
0.359208 0.690565
0.369186 0.693076
0.379164 0.695623
0.389142 0.698224
0.399119 0.700876
0.409097 0.703576
0.419075 0.706327
0.429053 0.709143
0.439031 0.712021
0.449009 0.714952
0.458987 0.717964
0.468965 0.721048
0.478943 0.724211
0.488921 0.727453
0.498899 0.730776
0.508877 0.7342
0.518855 0.737728
0.528833 0.741349
0.538811 0.745071
0.548789 0.748926
0.558767 0.752898
0.568745 0.756998
0.578723 0.761232
0.588701 0.765615
0.598679 0.77016
0.608657 0.774861
0.618635 0.779743
0.628613 0.784808
0.638591 0.790076
0.648569 0.795552
0.658547 0.801259
0.668525 0.807205
0.678503 0.813408
0.688481 0.819895
0.698459 0.826682
0.708437 0.83381
0.718415 0.841283
0.728393 0.849135
0.738371 0.857411
0.748349 0.866161
0.758327 0.875422
0.768305 0.885252
0.778283 0.895734
0.788261 0.906935
0.798239 0.918952
0.808217 0.93191
0.818195 0.945929
0.828173 0.961181
0.838151 0.977533
0.848129 0.994733
0.858107 1
0.868085 1
0.878063 1
0.888041 1
0.898019 1
0.907997 1
0.917975 1
0.927953 1
0.937931 1
0.947909 1
0.957887 1
0.967865 1
0.977843 1
0.987821 1
0.997799 1
1.00778 1
1.01775 1
1.02773 1
1.03771 1
1.04769 1
1.05767 1
1.06764 1
1.07762 1
1.0876 1
1.09758 1
1.10756 1
1.11753 1
1.12751 1
1.13749 1
1.14747 1
1.15745 1
1.16742 1
1.1774 1
1.18738 1
1.19736 1
1.20734 1
1.21731 1
1.22729 1
1.23727 1
1.24725 1
1.25723 1
1.2672 1
1.27718 1
1.28716 1
1.29714 1
1.30712 1
1.31709 1
1.32707 1
1.33705 1
1.34703 1
1.35701 1
1.36698 1
1.37696 1
1.38694 1
1.39692 1
1.4069 1
1.41687 1
1.42685 1
1.43683 1
1.44681 1
1.45679 1
1.46676 1
1.47674 1
1.48672 1
1.4967 1
1.50668 1
1.51665 1
1.52663 1
1.53661 1
1.54659 1
1.55657 1
1.56654 1
1.57652 1
1.5865 1
1.59648 1
1.60646 1
1.61643 1
1.62641 1
1.63639 1
1.64637 1
1.65635 1
1.66632 1
1.6763 1
1.68628 1
1.69626 1
1.70624 1
1.71621 1
1.72619 1
1.73617 1
1.74615 1
1.75613 1
1.7661 1
1.77608 1
1.78606 1
1.79604 1
1.80602 1
1.81599 1
1.82597 1
1.83595 1
1.84593 1
1.85591 1
1.86588 1
1.87586 1
1.88584 1
1.89582 1
1.9058 1
1.91577 1
1.92575 1
1.93573 1
1.94571 1
1.95569 1
1.96566 1
1.97564 1
1.98562 1
1.9956 1
2.00558 1
2.01555 1
2.02553 1
2.03551 1
2.04549 1
2.05547 1
2.06544 1
2.07542 1
2.0854 1
2.09538 1
2.10536 1
2.11533 1
2.12531 1
2.13529 1
2.14527 1
2.15525 1
2.16522 1
2.1752 1
2.18518 1
2.19516 1
2.20514 1
2.21511 1
2.22509 1
2.23507 1
2.24505 1
2.25503 1
2.265 1
2.27498 1
2.28496 1
2.29494 1
2.30492 1
2.31489 1
2.32487 1
2.33485 1
2.34483 1
2.35481 1
2.36478 1
2.37476 1
2.38474 1
2.39472 1
2.40469 1
2.41467 1
2.42465 1
2.43463 1
2.44461 1
2.45458 1
2.46456 1
2.47454 1
2.48452 1
2.4945 1
2.50447 1
2.51445 1
2.52443 1
2.53441 1
2.54439 1
