# ---X---	---$p_\mathrm{z}/p_\mathrm{H}$---
-2.24505 3.74881e-07
-2.23507 3.74807e-07
-2.22509 3.74731e-07
-2.21511 3.74656e-07
-2.20514 3.7458e-07
-2.19516 3.74504e-07
-2.18518 3.74427e-07
-2.1752 3.74349e-07
-2.16522 3.74271e-07
-2.15525 3.74193e-07
-2.14527 3.74113e-07
-2.13529 3.74034e-07
-2.12531 3.73954e-07
-2.11533 3.73873e-07
-2.10536 3.73792e-07
-2.09538 3.73709e-07
-2.0854 3.73627e-07
-2.07542 3.73544e-07
-2.06544 3.7346e-07
-2.05547 3.73375e-07
-2.04549 3.73291e-07
-2.03551 3.73205e-07
-2.02553 3.73118e-07
-2.01555 3.73032e-07
-2.00558 3.72944e-07
-1.9956 3.72857e-07
-1.98562 3.72768e-07
-1.97564 3.72679e-07
-1.96566 3.72589e-07
-1.95569 3.72498e-07
-1.94571 3.72406e-07
-1.93573 3.72314e-07
-1.92575 3.72222e-07
-1.91577 3.72128e-07
-1.9058 3.72034e-07
-1.89582 3.71939e-07
-1.88584 3.71844e-07
-1.87586 3.71748e-07
-1.86588 3.71651e-07
-1.85591 3.71553e-07
-1.84593 3.71455e-07
-1.83595 3.71356e-07
-1.82597 3.71257e-07
-1.81599 3.71155e-07
-1.80602 3.71054e-07
-1.79604 3.70952e-07
-1.78606 3.7085e-07
-1.77608 3.70745e-07
-1.7661 3.70641e-07
-1.75613 3.70536e-07
-1.74615 3.7043e-07
-1.73617 3.70323e-07
-1.72619 3.70215e-07
-1.71621 3.70107e-07
-1.70624 3.69997e-07
-1.69626 3.69887e-07
-1.68628 3.69776e-07
-1.6763 3.69664e-07
-1.66632 3.6955e-07
-1.65635 3.69437e-07
-1.64637 3.69322e-07
-1.63639 3.69206e-07
-1.62641 3.6909e-07
-1.61643 3.68972e-07
-1.60646 3.68854e-07
-1.59648 3.68734e-07
-1.5865 3.68614e-07
-1.57652 3.68492e-07
-1.56654 3.6837e-07
-1.55657 3.68246e-07
-1.54659 3.68122e-07
-1.53661 3.67996e-07
-1.52663 3.6787e-07
-1.51665 3.67742e-07
-1.50668 3.67613e-07
-1.4967 3.67484e-07
-1.48672 3.67352e-07
-1.47674 3.67221e-07
-1.46676 3.67088e-07
-1.45679 3.66954e-07
-1.44681 3.66818e-07
-1.43683 3.66682e-07
-1.42685 3.66544e-07
-1.41687 3.66405e-07
-1.4069 3.66264e-07
-1.39692 3.66122e-07
-1.38694 3.65979e-07
-1.37696 3.65836e-07
-1.36698 3.65691e-07
-1.35701 3.65544e-07
-1.34703 3.65396e-07
-1.33705 3.65246e-07
-1.32707 3.65096e-07
-1.31709 3.64943e-07
-1.30712 3.6479e-07
-1.29714 3.64635e-07
-1.28716 3.64479e-07
-1.27718 3.64321e-07
-1.2672 3.64161e-07
-1.25723 3.64001e-07
-1.24725 3.63838e-07
-1.23727 3.63674e-07
-1.22729 3.63508e-07
-1.21731 3.63341e-07
-1.20734 3.63172e-07
-1.19736 3.63001e-07
-1.18738 3.6283e-07
-1.1774 3.62656e-07
-1.16742 3.6248e-07
-1.15745 3.62302e-07
-1.14747 3.62123e-07
-1.13749 3.61942e-07
-1.12751 3.61759e-07
-1.11753 3.61575e-07
-1.10756 3.61388e-07
-1.09758 3.61199e-07
-1.0876 3.61009e-07
-1.07762 3.60816e-07
-1.06764 3.60622e-07
-1.05767 3.60425e-07
-1.04769 3.60227e-07
-1.03771 3.60027e-07
-1.02773 3.59824e-07
-1.01775 3.59587e-07
-1.00778 3.59264e-07
-0.997799 0.0996268
-0.987821 0.16581
-0.977843 0.214889
-0.967865 0.254467
-0.957887 0.288991
-0.947909 0.319437
-0.937931 0.34721
-0.927953 0.372597
-0.917975 0.396259
-0.907997 0.418306
-0.898019 0.439112
-0.888041 0.458729
-0.878063 0.477395
-0.868085 0.495132
-0.858107 0.512107
-0.848129 0.52833
-0.838151 0.543921
-0.828173 0.558883
-0.818195 0.573309
-0.808217 0.587198
-0.798239 0.600622
-0.788261 0.613581
-0.778283 0.62613
-0.768305 0.638266
-0.758327 0.650039
-0.748349 0.661444
-0.738371 0.672519
-0.728393 0.683263
-0.718415 0.693708
-0.708437 0.70385
-0.698459 0.713719
-0.688481 0.723311
-0.678503 0.732648
-0.668525 0.74173
-0.658547 0.750576
-0.648569 0.759183
-0.638591 0.767572
-0.628613 0.775736
-0.618635 0.783695
-0.608657 0.791446
-0.598679 0.799
-0.588701 0.806361
-0.578723 0.813535
-0.568745 0.820517
-0.558767 0.82733
-0.548789 0.833967
-0.538811 0.840435
-0.528833 0.846726
-0.518855 0.852865
-0.508877 0.858843
-0.498899 0.864661
-0.488921 0.870335
-0.478943 0.875856
-0.468965 0.881224
-0.458987 0.886449
-0.449009 0.891536
-0.439031 0.89648
-0.429053 0.901286
-0.419075 0.905965
-0.409097 0.910507
-0.399119 0.914912
-0.389142 0.919198
-0.379164 0.923347
-0.369186 0.927375
-0.359208 0.931283
-0.34923 0.935063
-0.339252 0.938722
-0.329274 0.942261
-0.319296 0.945687
-0.309318 0.948986
-0.29934 0.95218
-0.289362 0.955253
-0.279384 0.958214
-0.269406 0.961063
-0.259428 0.963799
-0.24945 0.966423
-0.239472 0.968943
-0.229494 0.971351
-0.219516 0.973654
-0.209538 0.975845
-0.19956 0.977931
-0.189582 0.979913
-0.179604 0.981783
-0.169626 0.983556
-0.159648 0.985226
-0.14967 0.986782
-0.139692 0.988243
-0.129714 0.989599
-0.119736 0.990859
-0.109758 0.992014
-0.0997799 0.993066
-0.0898019 0.994013
-0.0798239 0.994863
-0.0698459 0.99561
-0.0598679 0.99626
-0.0498899 0.996813
-0.0399119 0.997263
-0.029934 0.997608
-0.019956 0.997857
-0.00997799 0.998009
0 0.998057
0.00997799 0.998009
0.019956 0.997857
0.029934 0.997608
0.0399119 0.997263
0.0498899 0.996813
0.0598679 0.99626
0.0698459 0.99561
0.0798239 0.994863
0.0898019 0.994013
0.0997799 0.993066
0.109758 0.992014
0.119736 0.990859
0.129714 0.989599
0.139692 0.988243
0.14967 0.986782
0.159648 0.985226
0.169626 0.983556
0.179604 0.981783
0.189582 0.979913
0.19956 0.977931
0.209538 0.975845
0.219516 0.973654
0.229494 0.971351
0.239472 0.968943
0.24945 0.966423
0.259428 0.963799
0.269406 0.961063
0.279384 0.958214
0.289362 0.955253
0.29934 0.95218
0.309318 0.948986
0.319296 0.945687
0.329274 0.942261
0.339252 0.938722
0.34923 0.935063
0.359208 0.931283
0.369186 0.927375
0.379164 0.923347
0.389142 0.919198
0.399119 0.914912
0.409097 0.910507
0.419075 0.905965
0.429053 0.901286
0.439031 0.89648
0.449009 0.891536
0.458987 0.886449
0.468965 0.881224
0.478943 0.875856
0.488921 0.870335
0.498899 0.864661
0.508877 0.858843
0.518855 0.852865
0.528833 0.846726
0.538811 0.840435
0.548789 0.833967
0.558767 0.82733
0.568745 0.820517
0.578723 0.813535
0.588701 0.806361
0.598679 0.799
0.608657 0.791446
0.618635 0.783695
0.628613 0.775736
0.638591 0.767572
0.648569 0.759183
0.658547 0.750576
0.668525 0.74173
0.678503 0.732648
0.688481 0.723311
0.698459 0.713719
0.708437 0.70385
0.718415 0.693708
0.728393 0.683263
0.738371 0.672519
0.748349 0.661444
0.758327 0.650039
0.768305 0.638266
0.778283 0.62613
0.788261 0.613581
0.798239 0.600622
0.808217 0.587198
0.818195 0.573309
0.828173 0.558883
0.838151 0.543921
0.848129 0.52833
0.858107 0.512107
0.868085 0.495132
0.878063 0.477395
0.888041 0.458729
0.898019 0.439112
0.907997 0.418306
0.917975 0.396259
0.927953 0.372597
0.937931 0.34721
0.947909 0.319437
0.957887 0.288991
0.967865 0.254467
0.977843 0.214889
0.987821 0.16581
0.997799 0.0996268
1.00778 3.59264e-07
1.01775 3.59587e-07
1.02773 3.59824e-07
1.03771 3.60027e-07
1.04769 3.60227e-07
1.05767 3.60425e-07
1.06764 3.60622e-07
1.07762 3.60816e-07
1.0876 3.61009e-07
1.09758 3.61199e-07
1.10756 3.61388e-07
1.11753 3.61575e-07
1.12751 3.61759e-07
1.13749 3.61942e-07
1.14747 3.62123e-07
1.15745 3.62302e-07
1.16742 3.6248e-07
1.1774 3.62656e-07
1.18738 3.6283e-07
1.19736 3.63001e-07
1.20734 3.63172e-07
1.21731 3.63341e-07
1.22729 3.63508e-07
1.23727 3.63674e-07
1.24725 3.63838e-07
1.25723 3.64001e-07
1.2672 3.64161e-07
1.27718 3.64321e-07
1.28716 3.64479e-07
1.29714 3.64635e-07
1.30712 3.6479e-07
1.31709 3.64943e-07
1.32707 3.65096e-07
1.33705 3.65246e-07
1.34703 3.65396e-07
1.35701 3.65544e-07
1.36698 3.65691e-07
1.37696 3.65836e-07
1.38694 3.65979e-07
1.39692 3.66122e-07
1.4069 3.66264e-07
1.41687 3.66405e-07
1.42685 3.66544e-07
1.43683 3.66682e-07
1.44681 3.66818e-07
1.45679 3.66954e-07
1.46676 3.67088e-07
1.47674 3.67221e-07
1.48672 3.67352e-07
1.4967 3.67484e-07
1.50668 3.67613e-07
1.51665 3.67742e-07
1.52663 3.6787e-07
1.53661 3.67996e-07
1.54659 3.68122e-07
1.55657 3.68246e-07
1.56654 3.6837e-07
1.57652 3.68492e-07
1.5865 3.68614e-07
1.59648 3.68734e-07
1.60646 3.68854e-07
1.61643 3.68972e-07
1.62641 3.6909e-07
1.63639 3.69206e-07
1.64637 3.69322e-07
1.65635 3.69437e-07
1.66632 3.6955e-07
1.6763 3.69664e-07
1.68628 3.69776e-07
1.69626 3.69887e-07
1.70624 3.69997e-07
1.71621 3.70107e-07
1.72619 3.70215e-07
1.73617 3.70323e-07
1.74615 3.7043e-07
1.75613 3.70536e-07
1.7661 3.70641e-07
1.77608 3.70745e-07
1.78606 3.7085e-07
1.79604 3.70952e-07
1.80602 3.71054e-07
1.81599 3.71155e-07
1.82597 3.71257e-07
1.83595 3.71356e-07
1.84593 3.71455e-07
1.85591 3.71553e-07
1.86588 3.71651e-07
1.87586 3.71748e-07
1.88584 3.71844e-07
1.89582 3.71939e-07
1.9058 3.72034e-07
1.91577 3.72128e-07
1.92575 3.72222e-07
1.93573 3.72314e-07
1.94571 3.72406e-07
1.95569 3.72498e-07
1.96566 3.72589e-07
1.97564 3.72679e-07
1.98562 3.72768e-07
1.9956 3.72857e-07
2.00558 3.72944e-07
2.01555 3.73032e-07
2.02553 3.73118e-07
2.03551 3.73205e-07
2.04549 3.73291e-07
2.05547 3.73375e-07
2.06544 3.7346e-07
2.07542 3.73544e-07
2.0854 3.73627e-07
2.09538 3.73709e-07
2.10536 3.73792e-07
2.11533 3.73873e-07
2.12531 3.73954e-07
2.13529 3.74034e-07
2.14527 3.74113e-07
2.15525 3.74193e-07
2.16522 3.74271e-07
2.1752 3.74349e-07
2.18518 3.74427e-07
2.19516 3.74504e-07
2.20514 3.7458e-07
2.21511 3.74656e-07
2.22509 3.74731e-07
2.23507 3.74807e-07
2.24505 3.74881e-07
2.25503 3.74954e-07
2.265 3.75028e-07
2.27498 3.751e-07
2.28496 3.75173e-07
2.29494 3.75245e-07
2.30492 3.75316e-07
2.31489 3.75387e-07
2.32487 3.75457e-07
2.33485 3.75527e-07
2.34483 3.75596e-07
2.35481 3.75665e-07
2.36478 3.75734e-07
2.37476 3.75802e-07
2.38474 3.75869e-07
2.39472 3.75937e-07
2.40469 3.76003e-07
2.41467 3.7607e-07
2.42465 3.76135e-07
2.43463 3.76201e-07
2.44461 3.76266e-07
2.45458 3.7633e-07
2.46456 3.76394e-07
2.47454 3.76457e-07
2.48452 3.7652e-07
2.4945 3.76583e-07
2.50447 3.76645e-07
2.51445 3.76707e-07
2.52443 3.76769e-07
2.53441 3.7683e-07
2.54439 3.7689e-07
2.55436 3.7695e-07
2.56434 3.7701e-07
2.57432 3.7707e-07
2.5843 3.77128e-07
2.59428 3.77187e-07
2.60425 3.77245e-07
2.61423 3.77303e-07
2.62421 3.7736e-07
2.63419 3.77417e-07
2.64417 3.77474e-07
2.65414 3.7753e-07
2.66412 3.77586e-07
2.6741 3.77642e-07
2.68408 3.77697e-07
2.69406 3.77752e-07
2.70403 3.77806e-07
2.71401 3.7786e-07
2.72399 3.77914e-07
2.73397 3.77967e-07
2.74395 3.7802e-07
2.75392 3.78073e-07
2.7639 3.78125e-07
2.77388 3.78177e-07
2.78386 3.78228e-07
2.79384 3.7828e-07
2.80381 3.7833e-07
2.81379 3.78381e-07
2.82377 3.78431e-07
2.83375 3.78481e-07
2.84373 3.78531e-07
2.8537 3.7858e-07
2.86368 3.78629e-07
2.87366 3.78677e-07
2.88364 3.78725e-07
2.89362 3.78773e-07
2.90359 3.78821e-07
2.91357 3.78868e-07
2.92355 3.78915e-07
2.93353 3.78961e-07
2.94351 3.79008e-07
2.95348 3.79053e-07
2.96346 3.79099e-07
2.97344 3.79144e-07
2.98342 3.7919e-07
2.9934 3.79234e-07
3.00337 3.79279e-07
3.01335 3.79322e-07
3.02333 3.79366e-07
3.03331 3.7941e-07
3.04329 3.79453e-07
3.05326 3.79496e-07
3.06324 3.79539e-07
3.07322 3.79581e-07
3.0832 3.79623e-07
3.09318 3.79665e-07
3.10315 3.79706e-07
3.11313 3.79747e-07
3.12311 3.79788e-07
3.13309 3.79829e-07
3.14307 3.79869e-07
3.15304 3.79909e-07
3.16302 3.79948e-07
3.173 3.79987e-07
3.18298 3.80027e-07
3.19296 3.80066e-07
3.20293 3.80105e-07
3.21291 3.80143e-07
3.22289 3.80181e-07
3.23287 3.80219e-07
3.24285 3.80256e-07
3.25282 3.80293e-07
3.2628 3.8033e-07
3.27278 3.80367e-07
3.28276 3.80403e-07
3.29274 3.8044e-07
3.30271 3.80475e-07
3.31269 3.80511e-07
3.32267 3.80547e-07
3.33265 3.80582e-07
3.34263 3.80617e-07
3.3526 3.80651e-07
3.36258 3.80686e-07
3.37256 3.8072e-07
3.38254 3.80754e-07
3.39252 3.80788e-07
3.40249 3.8082e-07
3.41247 3.80854e-07
3.42245 3.80887e-07
3.43243 3.80919e-07
3.44241 3.80952e-07
3.45238 3.80984e-07
3.46236 3.81015e-07
3.47234 3.81048e-07
3.48232 3.81079e-07
3.4923 3.8111e-07
3.50227 3.81141e-07
3.51225 3.81172e-07
3.52223 3.81202e-07
3.53221 3.81232e-07
3.54219 3.81263e-07
3.55216 3.81292e-07
3.56214 3.81321e-07
3.57212 3.81351e-07
3.5821 3.8138e-07
3.59208 3.81409e-07
3.60205 3.81438e-07
3.61203 3.81466e-07
3.62201 3.81494e-07
3.63199 3.81522e-07
3.64197 3.81549e-07
3.65194 3.81577e-07
3.66192 3.81604e-07
3.6719 3.81631e-07
3.68188 3.81657e-07
3.69186 3.81685e-07
3.70183 3.8171e-07
3.71181 3.81737e-07
3.72179 3.81763e-07
3.73177 3.81788e-07
3.74175 3.81814e-07
3.75172 3.81839e-07
3.7617 3.81864e-07
3.77168 3.81889e-07
3.78166 3.81913e-07
3.79164 3.81938e-07
3.80161 3.81962e-07
3.81159 3.81986e-07
3.82157 3.8201e-07
3.83155 3.82033e-07
3.84153 3.82057e-07
3.8515 3.8208e-07
3.86148 3.82103e-07
3.87146 3.82125e-07
3.88144 3.82148e-07
3.89142 3.8217e-07
3.90139 3.82192e-07
3.91137 3.82214e-07
3.92135 3.82236e-07
3.93133 3.82257e-07
3.94131 3.82279e-07
3.95128 3.82299e-07
3.96126 3.8232e-07
3.97124 3.82341e-07
3.98122 3.82361e-07
3.99119 3.82382e-07
4.00117 3.82402e-07
4.01115 3.82421e-07
4.02113 3.82441e-07
4.03111 3.82461e-07
4.04108 3.8248e-07
4.05106 3.82499e-07
4.06104 3.82518e-07
4.07102 3.82537e-07
4.081 3.82555e-07
4.09097 3.82573e-07
4.10095 3.82592e-07
4.11093 3.82609e-07
4.12091 3.82627e-07
4.13089 3.82644e-07
4.14086 3.82661e-07
4.15084 3.82679e-07
4.16082 3.82696e-07
4.1708 3.82713e-07
4.18078 3.82729e-07
4.19075 3.82746e-07
4.20073 3.82762e-07
4.21071 3.82778e-07
4.22069 3.82793e-07
4.23067 3.82809e-07
4.24064 3.82824e-07
4.25062 3.82839e-07
4.2606 3.82855e-07
4.27058 3.82869e-07
4.28056 3.82884e-07
4.29053 3.82898e-07
4.30051 3.82913e-07
4.31049 3.82927e-07
4.32047 3.82941e-07
4.33045 3.82954e-07
4.34042 3.82968e-07
4.3504 3.82982e-07
4.36038 3.82994e-07
4.37036 3.83007e-07
4.38034 3.8302e-07
4.39031 3.83033e-07
4.40029 3.83046e-07
4.41027 3.83058e-07
4.42025 3.8307e-07
4.43023 3.83082e-07
4.4402 3.83093e-07
4.45018 3.83105e-07
4.46016 3.83116e-07
4.47014 3.83128e-07
4.48012 3.83138e-07
4.49009 3.83149e-07
4.50007 3.8316e-07
4.51005 3.8317e-07
4.52003 3.83181e-07
4.53001 3.83191e-07
4.53998 3.83201e-07
4.54996 3.8321e-07
4.55994 3.8322e-07
4.56992 3.83229e-07
4.5799 3.83238e-07
4.58987 3.83247e-07
4.59985 3.83257e-07
4.60983 3.83265e-07
4.61981 3.83274e-07
4.62979 3.83282e-07
4.63976 3.8329e-07
4.64974 3.83298e-07
4.65972 3.83306e-07
4.6697 3.83314e-07
4.67968 3.83321e-07
4.68965 3.83328e-07
4.69963 3.83335e-07
4.70961 3.83343e-07
4.71959 3.83349e-07
4.72957 3.83355e-07
4.73954 3.83362e-07
4.74952 3.83368e-07
4.7595 3.83375e-07
4.76948 3.8338e-07
4.77946 3.83386e-07
4.78943 3.83392e-07
4.79941 3.83397e-07
4.80939 3.83402e-07
4.81937 3.83408e-07
4.82935 3.83412e-07
4.83932 3.83416e-07
4.8493 3.83421e-07
4.85928 3.83426e-07
4.86926 3.8343e-07
4.87924 3.83434e-07
4.88921 3.83437e-07
4.89919 3.83441e-07
4.90917 3.83445e-07
4.91915 3.83449e-07
4.92913 3.83451e-07
4.9391 3.83454e-07
4.94908 3.83457e-07
4.95906 3.8346e-07
4.96904 3.83462e-07
4.97902 3.83465e-07
4.98899 3.83467e-07
4.99897 3.83469e-07
5.00895 3.8347e-07
5.01893 3.83472e-07
5.02891 3.83473e-07
5.03888 3.83475e-07
5.04886 3.83476e-07
5.05884 3.83477e-07
5.06882 3.83477e-07
5.0788 3.83478e-07
5.08877 3.83478e-07
5.09875 3.83479e-07
