# ---X---	---Y---
-5.10873 0.0191852
-5.09875 0.0191831
-5.08877 0.019181
-5.0788 0.019179
-5.06882 0.0191769
-5.05884 0.0191749
-5.04886 0.0191729
-5.03888 0.0191708
-5.02891 0.0191688
-5.01893 0.0191668
-5.00895 0.0191648
-4.99897 0.0191628
-4.98899 0.0191608
-4.97902 0.0191588
-4.96904 0.0191568
-4.95906 0.0191548
-4.94908 0.0191529
-4.9391 0.0191509
-4.92913 0.0191489
-4.91915 0.019147
-4.90917 0.019145
-4.89919 0.019143
-4.88921 0.0191411
-4.87924 0.0191392
-4.86926 0.0191372
-4.85928 0.0191353
-4.8493 0.0191333
-4.83932 0.0191314
-4.82935 0.0191295
-4.81937 0.0191276
-4.80939 0.0191256
-4.79941 0.0191237
-4.78943 0.0191218
-4.77946 0.0191199
-4.76948 0.019118
-4.7595 0.0191161
-4.74952 0.0191142
-4.73954 0.0191123
-4.72957 0.0191104
-4.71959 0.0191085
-4.70961 0.0191066
-4.69963 0.0191047
-4.68965 0.0191028
-4.67968 0.0191009
-4.6697 0.019099
-4.65972 0.0190971
-4.64974 0.0190952
-4.63976 0.0190933
-4.62979 0.0190914
-4.61981 0.0190895
-4.60983 0.0190876
-4.59985 0.0190858
-4.58987 0.0190839
-4.5799 0.019082
-4.56992 0.0190801
-4.55994 0.0190782
-4.54996 0.0190763
-4.53998 0.0190744
-4.53001 0.0190725
-4.52003 0.0190706
-4.51005 0.0190687
-4.50007 0.0190668
-4.49009 0.0190649
-4.48012 0.019063
-4.47014 0.0190611
-4.46016 0.0190591
-4.45018 0.0190572
-4.4402 0.0190553
-4.43023 0.0190534
-4.42025 0.0190515
-4.41027 0.0190495
-4.40029 0.0190476
-4.39031 0.0190457
-4.38034 0.0190437
-4.37036 0.0190418
-4.36038 0.0190398
-4.3504 0.0190379
-4.34042 0.0190359
-4.33045 0.019034
-4.32047 0.019032
-4.31049 0.01903
-4.30051 0.019028
-4.29053 0.019026
-4.28056 0.0190241
-4.27058 0.0190221
-4.2606 0.0190201
-4.25062 0.0190181
-4.24064 0.019016
-4.23067 0.019014
-4.22069 0.019012
-4.21071 0.01901
-4.20073 0.0190079
-4.19075 0.0190059
-4.18078 0.0190038
-4.1708 0.0190017
-4.16082 0.0189997
-4.15084 0.0189976
-4.14086 0.0189955
-4.13089 0.0189934
-4.12091 0.0189913
-4.11093 0.0189892
-4.10095 0.0189871
-4.09097 0.0189849
-4.081 0.0189828
-4.07102 0.0189806
-4.06104 0.0189785
-4.05106 0.0189763
-4.04108 0.0189741
-4.03111 0.0189719
-4.02113 0.0189697
-4.01115 0.0189675
-4.00117 0.0189653
-3.99119 0.018963
-3.98122 0.0189608
-3.97124 0.0189585
-3.96126 0.0189562
-3.95128 0.018954
-3.94131 0.0189517
-3.93133 0.0189493
-3.92135 0.018947
-3.91137 0.0189447
-3.90139 0.0189423
-3.89142 0.01894
-3.88144 0.0189376
-3.87146 0.0189352
-3.86148 0.0189328
-3.8515 0.0189304
-3.84153 0.0189279
-3.83155 0.0189255
-3.82157 0.018923
-3.81159 0.0189205
-3.80161 0.018918
-3.79164 0.0189155
-3.78166 0.018913
-3.77168 0.0189104
-3.7617 0.0189079
-3.75172 0.0189053
-3.74175 0.0189027
-3.73177 0.0189001
-3.72179 0.0188974
-3.71181 0.0188948
-3.70183 0.0188921
-3.69186 0.0188894
-3.68188 0.0188867
-3.6719 0.018884
-3.66192 0.0188812
-3.65194 0.0188784
-3.64197 0.0188757
-3.63199 0.0188729
-3.62201 0.01887
-3.61203 0.0188672
-3.60205 0.0188643
-3.59208 0.0188614
-3.5821 0.0188585
-3.57212 0.0188556
-3.56214 0.0188526
-3.55216 0.0188496
-3.54219 0.0188466
-3.53221 0.0188436
-3.52223 0.0188405
-3.51225 0.0188375
-3.50227 0.0188344
-3.4923 0.0188313
-3.48232 0.0188281
-3.47234 0.0188249
-3.46236 0.0188218
-3.45238 0.0188185
-3.44241 0.0188153
-3.43243 0.018812
-3.42245 0.0188087
-3.41247 0.0188054
-3.40249 0.018802
-3.39252 0.0187987
-3.38254 0.0187953
-3.37256 0.0187918
-3.36258 0.0187884
-3.3526 0.0187849
-3.34263 0.0187814
-3.33265 0.0187778
-3.32267 0.0187743
-3.31269 0.0187707
-3.30271 0.018767
-3.29274 0.0187634
-3.28276 0.0187597
-3.27278 0.018756
-3.2628 0.0187522
-3.25282 0.0187484
-3.24285 0.0187446
-3.23287 0.0187408
-3.22289 0.0187369
-3.21291 0.018733
-3.20293 0.018729
-3.19296 0.0187251
-3.18298 0.0187211
-3.173 0.018717
-3.16302 0.018713
-3.15304 0.0187089
-3.14307 0.0187047
-3.13309 0.0187005
-3.12311 0.0186963
-3.11313 0.0186921
-3.10315 0.0186878
-3.09318 0.0186835
-3.0832 0.0186792
-3.07322 0.0186748
-3.06324 0.0186704
-3.05326 0.0186659
-3.04329 0.0186615
-3.03331 0.0186569
-3.02333 0.0186524
-3.01335 0.0186478
-3.00337 0.0186432
-2.9934 0.0186385
-2.98342 0.0186338
-2.97344 0.0186291
-2.96346 0.0186243
-2.95348 0.0186195
-2.94351 0.0186146
-2.93353 0.0186097
-2.92355 0.0186048
-2.91357 0.0185999
-2.90359 0.0185949
-2.89362 0.0185898
-2.88364 0.0185847
-2.87366 0.0185796
