# ---$r/a_\mathrm{H}$---	---Y---
-5.10873 0.12786
-5.09875 0.067732
-5.08877 0.0850729
-5.0788 0.0480275
-5.06882 0.0665011
-5.05884 0.0564753
-5.04886 0.0334202
-5.03888 0.0461131
-5.02891 0.0422363
-5.01893 0.0263324
-5.00895 0.0243867
-4.99897 0.0337288
-4.98899 0.0316072
-4.97902 0.0199663
-4.96904 0.0286267
-4.95906 0.0265921
-4.94908 0.0252573
-4.9391 0.0160888
-4.92913 0.0153454
-4.91915 0.0222894
-4.90917 0.021039
-4.89919 0.0201967
-4.88921 0.0129577
-4.87924 0.0124739
-4.86926 0.012026
-4.85928 0.0176231
-4.8493 0.0168352
-4.83932 0.0162941
-4.82935 0.0105192
-4.81937 0.0102011
-4.80939 0.0099025
-4.79941 0.0145846
-4.78943 0.014043
-4.77946 0.0136668
-4.76948 0.0088674
-4.7595 0.00864247
-4.74952 0.0126511
-4.73954 0.0123465
-4.72957 0.00803414
-4.71959 0.0118744
-4.70961 0.0115158
-4.69963 0.00745177
-4.68965 0.0110231
-4.67968 0.0107925
-4.6697 0.00705139
-4.65972 0.01036
-4.64974 0.00673118
-4.63976 0.009962
-4.62979 0.00648333
-4.61981 0.00959487
-4.60983 0.00936214
-4.59985 0.00610753
-4.58987 0.00909403
-4.5799 0.00893873
-4.56992 0.00873787
-4.55994 0.00571707
-4.54996 0.00562777
-4.53998 0.00554164
-4.53001 0.00545824
-4.52003 0.00807045
-4.51005 0.00790771
-4.50007 0.00779208
-4.49009 0.00515135
-4.48012 0.00757145
-4.47014 0.004987
-4.46016 0.00736358
-4.45018 0.00722957
-4.4402 0.00477276
-4.43023 0.00704108
-4.42025 0.00695084
-4.41027 0.00686319
-4.40029 0.00454425
-4.39031 0.00666523
-4.38034 0.0065853
-4.37036 0.00650735
-4.36038 0.00640427
-4.3504 0.00635728
-4.34042 0.00628524
-4.33045 0.0061648
-4.32047 0.00609724
-4.31049 0.00605542
-4.30051 0.00596744
-4.29053 0.00588212
-4.28056 0.00584352
