# ---$r/a_\mathrm{H}$---	---Y---
-5.10873 1.46842e-06
-5.09875 1.49694e-06
-5.08877 1.52708e-06
-5.0788 1.55782e-06
-5.06882 1.58955e-06
-5.05884 1.62273e-06
-5.04886 1.6579e-06
-5.03888 1.69429e-06
-5.02891 1.73199e-06
-5.01893 1.77204e-06
-5.00895 1.81361e-06
-4.99897 1.85677e-06
-4.98899 1.90219e-06
-4.97902 1.95005e-06
-4.96904 2.00052e-06
-4.95906 2.05317e-06
-4.94908 2.10883e-06
-4.9391 2.16851e-06
-4.92913 2.23026e-06
-4.91915 2.2958e-06
-4.90917 2.36637e-06
-4.89919 2.43974e-06
-4.88921 2.51898e-06
-4.87924 2.60373e-06
-4.86926 2.69462e-06
-4.85928 2.79103e-06
-4.8493 2.89346e-06
-4.83932 3.00682e-06
-4.82935 3.1281e-06
-4.81937 3.25811e-06
-4.80939 3.39965e-06
-4.79941 3.55631e-06
-4.78943 3.72839e-06
-4.77946 3.91579e-06
-4.76948 4.12063e-06
-4.7595 4.35134e-06
-4.74952 4.61318e-06
-4.73954 4.90504e-06
-4.72957 5.23666e-06
-4.71959 5.61176e-06
-4.70961 6.05082e-06
-4.69963 6.56504e-06
-4.68965 7.16669e-06
-4.67968 7.90036e-06
-4.6697 8.80185e-06
-4.65972 9.93608e-06
-4.64974 1.14064e-05
-4.63976 1.33884e-05
-4.62979 1.61618e-05
-4.61981 2.04517e-05
-4.60983 2.78415e-05
-4.59985 4.35902e-05
-4.58987 0.000101978
-4.5799 0.998989
-4.56992 0.99927
-4.55994 0.999448
-4.54996 0.999555
-4.53998 0.999642
-4.53001 0.999706
-4.52003 0.999754
-4.51005 0.999785
-4.50007 0.99982
-4.49009 0.999844
-4.48012 0.999863
-4.47014 0.999879
-4.46016 0.999889
-4.45018 0.9999
-4.4402 0.99991
-4.43023 0.999916
-4.42025 0.999926
-4.41027 0.99993
-4.40029 0.999935
-4.39031 0.999939
-4.38034 0.999945
-4.37036 0.999947
-4.36038 0.999951
-4.3504 0.999954
-4.34042 0.999957
-4.33045 0.999959
-4.32047 0.999962
