# ---X---	---Y---
-5.10873 8.47559e-05
-5.09875 0.00010397
-5.08877 0.000124373
-5.0788 0.000143875
-5.06882 0.000151295
-5.05884 0.000184134
-5.04886 0.000203812
-5.03888 0.000224047
-5.02891 0.000244012
-5.01893 0.000250848
-5.00895 0.000270831
-4.99897 0.000303917
-4.98899 0.000323884
-4.97902 0.000330766
-4.96904 0.000350893
-4.95906 0.000383774
-4.94908 0.00040373
-4.9391 0.000410629
-4.92913 0.000430582
-4.91915 0.000450652
-4.90917 0.000483511
-4.89919 0.000503444
-4.88921 0.00051034
-4.87924 0.000530264
-4.86926 0.00055018
-4.85928 0.000570185
-4.8493 0.000603006
-4.83932 0.000622897
-4.82935 0.00062977
-4.81937 0.000649647
-4.80939 0.000669515
-4.79941 0.000689453
-4.78943 0.000722225
-4.77946 0.000742063
-4.76948 0.000748893
-4.7595 0.000768713
-4.74952 0.000801516
-4.73954 0.000821313
-4.72957 0.000828108
-4.71959 0.000847948
-4.70961 0.000880635
-4.69963 0.000900324
-4.68965 0.000920124
-4.67968 0.00093985
-4.6697 0.000946579
-4.65972 0.000979262
-4.64974 0.000998893
-4.63976 0.00101862
-4.62979 0.00103822
-4.61981 0.00105792
-4.60983 0.00109048
-4.59985 0.00111004
-4.58987 0.00111676
-4.5799 0.00113635
-4.56992 0.00116884
-4.55994 0.00118834
-4.54996 0.00120788
-4.53998 0.00122739
-4.53001 0.00124689
-4.52003 0.00126642
-4.51005 0.00129881
-4.50007 0.00131825
-4.49009 0.00132472
-4.48012 0.00135709
-4.47014 0.00137644
-4.46016 0.00139585
-4.45018 0.00142812
-4.4402 0.00144741
-4.43023 0.00146676
-4.42025 0.00148605
-4.41027 0.00150531
-4.40029 0.00152452
-4.39031 0.00155671
-4.38034 0.00157591
-4.37036 0.00159508
-4.36038 0.00162716
-4.3504 0.00163337
-4.34042 0.00165248
-4.33045 0.00169741
-4.32047 0.00171647
-4.31049 0.00172258
-4.30051 0.00175451
-4.29053 0.00178642
-4.28056 0.00179245
-4.27058 0.00181138
-4.2606 0.00185613
-4.25062 0.00187501
-4.24064 0.00189383
-4.23067 0.00191268
-4.22069 0.00193147
-4.21071 0.00196316
-4.20073 0.00199482
-4.19075 0.00201352
-4.18078 0.00203217
-4.1708 0.00206376
-4.16082 0.00208238
-4.15084 0.00210096
-4.14086 0.00213247
-4.13089 0.00215095
-4.12091 0.00216944
-4.11093 0.00221374
-4.10095 0.00223216
-4.09097 0.00225055
-4.081 0.00228182
-4.07102 0.00230014
-4.06104 0.00233138
-4.05106 0.00234959
-4.04108 0.0023678
-4.03111 0.00241182
-4.02113 0.00244288
-4.01115 0.00244806
-4.00117 0.00247904
-3.99119 0.00250998
-3.98122 0.00252797
-3.97124 0.00255884
-3.96126 0.00258966
-3.95128 0.00262048
-3.94131 0.00263827
-3.93133 0.00266901
-3.92135 0.00269963
-3.91137 0.00271733
-3.90139 0.00274794
-3.89142 0.00277844
-3.88144 0.002796
-3.87146 0.00282647
-3.86148 0.00285687
-3.8515 0.0028872
-3.84153 0.00291753
-3.83155 0.00294779
-3.82157 0.00297797
-3.81159 0.00299521
-3.80161 0.00302535
-3.79164 0.00305538
-3.78166 0.00308542
-3.77168 0.00311539
-3.7617 0.0031453
-3.75172 0.00317516
-3.74175 0.00320497
-3.73177 0.00323473
-3.72179 0.00326442
-3.71181 0.00329407
-3.70183 0.00332366
-3.69186 0.0033532
-3.68188 0.00338267
-3.6719 0.00342502
-3.66192 0.00345439
-3.65194 0.00348369
-3.64197 0.00351291
-3.63199 0.00354212
-3.62201 0.00357125
-3.61203 0.00361323
-3.60205 0.00364221
-3.59208 0.00367117
-3.5821 0.00371297
-3.57212 0.00374178
-3.56214 0.0037705
-3.55216 0.0037992
-3.54219 0.00384074
-3.53221 0.00388221
-3.52223 0.00391068
-3.51225 0.00393909
-3.50227 0.00398035
-3.4923 0.00402154
-3.48232 0.00404974
-3.47234 0.00407785
-3.46236 0.00411883
-3.45238 0.00415972
-3.44241 0.00420054
-3.43243 0.00422837
-3.42245 0.00425611
-3.41247 0.00430962
-3.40249 0.00435013
-3.39252 0.00437766
-3.38254 0.00441798
-3.37256 0.00444533
-3.36258 0.00448551
-3.3526 0.00453854
-3.34263 0.00457858
-3.33265 0.00460555
-3.32267 0.00464539
-3.31269 0.0046981
-3.30271 0.00472481
-3.29274 0.00476439
-3.28276 0.00481682
-3.27278 0.00485621
-3.2628 0.0048955
-3.25282 0.0049347
-3.24285 0.0049738
-3.23287 0.00502573
-3.22289 0.00506464
-3.21291 0.00510345
-3.20293 0.00515507
-3.19296 0.00519368
-3.18298 0.0052451
-3.173 0.0052835
-3.16302 0.00532179
-3.15304 0.00537289
-3.14307 0.00542389
-3.13309 0.00547478
-3.12311 0.00551263
-3.11313 0.00556329
-3.10315 0.00561384
-3.09318 0.00565137
-3.0832 0.00570165
-3.07322 0.00575185
-3.06324 0.00580193
-3.05326 0.00585188
-3.04329 0.0059017
-3.03331 0.00596433
-3.02333 0.00600101
-3.01335 0.00605045
-3.00337 0.0061127
-2.9934 0.00616188
-2.98342 0.00621094
-2.97344 0.00625983
-2.96346 0.00632156
-2.95348 0.00638312
-2.94351 0.00643163
-2.93353 0.00647999
-2.92355 0.00654112
-2.91357 0.00660212
-2.90359 0.00665004
-2.89362 0.00671076
