# ---X---	---Y---
-5.10873 5.1544e-06
-5.09875 5.23717e-06
-5.08877 5.39879e-06
-5.0788 5.56298e-06
-5.06882 5.56897e-06
-5.05884 5.73557e-06
-5.04886 5.90518e-06
-5.03888 5.91142e-06
-5.02891 6.08344e-06
-5.01893 6.25797e-06
-5.00895 6.34923e-06
-4.99897 6.52773e-06
-4.98899 6.62147e-06
-4.97902 6.71548e-06
-4.96904 6.89938e-06
-4.95906 7.08541e-06
-4.94908 7.18319e-06
-4.9391 7.2813e-06
-4.92913 7.47274e-06
-4.91915 7.57331e-06
-4.90917 7.76869e-06
-4.89919 7.96667e-06
-4.88921 7.97417e-06
-4.87924 8.17485e-06
-4.86926 8.37804e-06
-4.85928 8.48431e-06
-4.8493 8.69138e-06
-4.83932 8.80017e-06
-4.82935 9.0113e-06
-4.81937 9.22487e-06
-4.80939 9.23328e-06
-4.79941 9.44959e-06
-4.78943 9.66852e-06
-4.77946 9.783e-06
-4.76948 1.00062e-05
-4.7595 1.02316e-05
-4.74952 1.03499e-05
-4.73954 1.04688e-05
-4.72957 1.06996e-05
-4.71959 1.09327e-05
-4.70961 1.11689e-05
-4.69963 1.12928e-05
-4.68965 1.14173e-05
-4.67968 1.16586e-05
-4.6697 1.19025e-05
-4.65972 1.20306e-05
-4.64974 1.21594e-05
-4.63976 1.24087e-05
-4.62979 1.26606e-05
-4.61981 1.29151e-05
-4.60983 1.31723e-05
-4.59985 1.33074e-05
-4.58987 1.34433e-05
-4.5799 1.37058e-05
-4.56992 1.39709e-05
-4.55994 1.42387e-05
-4.54996 1.45092e-05
-4.53998 1.46514e-05
-4.53001 1.47944e-05
-4.52003 1.50703e-05
-4.51005 1.53489e-05
-4.50007 1.563e-05
-4.49009 1.59139e-05
-4.48012 1.60632e-05
-4.47014 1.63511e-05
-4.46016 1.66417e-05
-4.45018 1.67948e-05
-4.4402 1.70894e-05
-4.43023 1.73867e-05
-4.42025 1.76867e-05
-4.41027 1.79893e-05
-4.40029 1.8149e-05
-4.39031 1.84563e-05
-4.38034 1.87652e-05
-4.37036 1.90779e-05
-4.36038 1.9392e-05
-4.3504 1.95584e-05
-4.34042 1.98773e-05
-4.33045 2.0199e-05
-4.32047 2.05234e-05
-4.31049 2.08503e-05
-4.30051 2.11801e-05
-4.29053 2.15126e-05
-4.28056 2.16887e-05
-4.27058 2.20259e-05
-4.2606 2.25263e-05
-4.25062 2.27069e-05
-4.24064 2.30523e-05
-4.23067 2.35647e-05
-4.22069 2.37496e-05
-4.21071 2.41034e-05
-4.20073 2.44586e-05
-4.19075 2.48178e-05
-4.18078 2.535e-05
-4.1708 2.55426e-05
-4.16082 2.59095e-05
-4.15084 2.62791e-05
-4.14086 2.66521e-05
-4.13089 2.72045e-05
-4.12091 2.75838e-05
-4.11093 2.77855e-05
-4.10095 2.81699e-05
-4.09097 2.87388e-05
-4.081 2.91293e-05
