# ---X---	---Y---
-5.10873 0.0343326
-5.09875 0.0343325
-5.08877 0.0343324
-5.0788 0.0343322
-5.06882 0.034332
-5.05884 0.0343317
-5.04886 0.0343313
-5.03888 0.0343309
-5.02891 0.0343305
-5.01893 0.0343299
-5.00895 0.0343294
-4.99897 0.0343288
-4.98899 0.0343281
-4.97902 0.0343274
-4.96904 0.0343266
-4.95906 0.0343257
-4.94908 0.0343248
-4.9391 0.0343239
-4.92913 0.0343229
-4.91915 0.0343218
-4.90917 0.0343207
-4.89919 0.0343196
-4.88921 0.0343183
-4.87924 0.0343171
-4.86926 0.0343157
-4.85928 0.0343144
-4.8493 0.0343129
-4.83932 0.0343114
-4.82935 0.0343099
-4.81937 0.0343083
-4.80939 0.0343066
-4.79941 0.0343049
-4.78943 0.0343031
-4.77946 0.0343013
-4.76948 0.0342994
-4.7595 0.0342975
-4.74952 0.0342955
-4.73954 0.0342935
-4.72957 0.0342914
-4.71959 0.0342892
-4.70961 0.034287
-4.69963 0.0342847
-4.68965 0.0342824
-4.67968 0.03428
-4.6697 0.0342776
-4.65972 0.0342751
-4.64974 0.0342726
-4.63976 0.03427
-4.62979 0.0342673
-4.61981 0.0342646
-4.60983 0.0342618
-4.59985 0.034259
-4.58987 0.0342561
-4.5799 0.0342531
-4.56992 0.0342501
-4.55994 0.034247
-4.54996 0.0342439
-4.53998 0.0342407
-4.53001 0.0342375
-4.52003 0.0342342
-4.51005 0.0342309
-4.50007 0.0342274
-4.49009 0.034224
-4.48012 0.0342204
-4.47014 0.0342168
-4.46016 0.0342132
-4.45018 0.0342095
-4.4402 0.0342057
-4.43023 0.0342019
-4.42025 0.034198
-4.41027 0.034194
-4.40029 0.03419
-4.39031 0.034186
-4.38034 0.0341818
-4.37036 0.0341776
-4.36038 0.0341734
-4.3504 0.0341691
-4.34042 0.0341647
-4.33045 0.0341602
-4.32047 0.0341557
-4.31049 0.0341512
-4.30051 0.0341466
-4.29053 0.0341419
-4.28056 0.0341371
-4.27058 0.0341323
-4.2606 0.0341274
-4.25062 0.0341225
-4.24064 0.0341175
-4.23067 0.0341124
-4.22069 0.0341073
-4.21071 0.0341021
-4.20073 0.0340968
-4.19075 0.0340915
-4.18078 0.0340861
-4.1708 0.0340806
-4.16082 0.0340751
-4.15084 0.0340695
-4.14086 0.0340638
-4.13089 0.0340581
-4.12091 0.0340523
-4.11093 0.0340465
-4.10095 0.0340405
-4.09097 0.0340345
-4.081 0.0340285
-4.07102 0.0340223
-4.06104 0.0340161
-4.05106 0.0340098
-4.04108 0.0340035
-4.03111 0.0339971
-4.02113 0.0339906
-4.01115 0.0339841
-4.00117 0.0339774
-3.99119 0.0339707
-3.98122 0.033964
-3.97124 0.0339571
-3.96126 0.0339502
-3.95128 0.0339432
-3.94131 0.0339362
-3.93133 0.033929
-3.92135 0.0339218
-3.91137 0.0339145
-3.90139 0.0339072
-3.89142 0.0338998
-3.88144 0.0338922
-3.87146 0.0338847
-3.86148 0.033877
-3.8515 0.0338693
-3.84153 0.0338615
-3.83155 0.0338536
-3.82157 0.0338456
-3.81159 0.0338375
