# ---$r/a_\mathrm{H}$---	---Y---
-2.55436 8.09234e-13
-2.54439 8.54832e-13
-2.53441 8.97897e-13
-2.52443 9.43004e-13
-2.51445 9.89454e-13
-2.50447 1.04301e-12
-2.4945 1.09962e-12
-2.48452 1.15495e-12
-2.47454 1.21557e-12
-2.46456 1.28449e-12
-2.45458 1.35879e-12
-2.44461 1.43442e-12
-2.43463 1.51264e-12
-2.42465 1.59788e-12
-2.41467 1.69314e-12
-2.40469 1.78721e-12
-2.39472 1.89131e-12
-2.38474 2.01187e-12
-2.37476 2.13548e-12
-2.36478 2.2758e-12
-2.35481 2.43326e-12
-2.34483 2.60648e-12
-2.33485 2.7836e-12
-2.32487 2.98556e-12
-2.31489 3.18898e-12
-2.30492 3.4067e-12
-2.29494 3.6128e-12
-2.28496 3.84691e-12
-2.27498 3.98724e-12
-2.265 4.0273e-12
-2.25503 3.4528e-12
-2.24505 1.25718e-12
-2.23507 8.50869e-12
-2.22509 9.21024e-11
-2.21511 0.127447
-2.20514 0.0674741
-2.19516 0.0459378
-2.18518 0.0350103
-2.1752 0.0282964
-2.16522 0.0239371
-2.15525 0.0207508
-2.14527 0.0184082
-2.13529 0.0165875
-2.12531 0.0151323
-2.11533 0.0139415
-2.10536 0.0129841
-2.09538 0.0121445
-2.0854 0.0114843
-2.07542 0.0108859
-2.06544 0.0103892
-2.05547 0.00995118
-2.04549 0.00958499
-2.03551 0.00923635
-2.02553 0.00894261
-2.01555 0.00869589
-2.00558 0.00847124
-1.9956 0.00826617
-1.98562 0.00809332
-1.97564 0.00793344
-1.96566 0.00778573
-1.95569 0.00766195
-1.94571 0.00754585
-1.93573 0.00743688
-1.92575 0.00734594
-1.91577 0.00727116
-1.9058 0.00721044
-1.89582 0.00714108
-1.88584 0.0070846
-1.87586 0.00703927
-1.86588 0.00699439
-1.85591 0.00696784
-1.84593 0.00693193
-1.83595 0.00691221
-1.82597 0.00689114
-1.81599 0.00686895
-1.80602 0.00687402
-1.79604 0.00680586
-1.78606 0.0068754
-1.77608 0.00687144
-1.7661 0.00686436
-1.75613 0.00685546
-1.74615 0.00684439
-1.73617 0.00683151
-1.72619 0.00687012
-1.71621 0.00685059
-1.70624 0.00692962
-1.69626 0.00690436
-1.68628 0.00692365
-1.6763 0.00693838
-1.66632 0.00695035
-1.65635 0.00699861
-1.64637 0.00700042
-1.63639 0.00703956
-1.62641 0.00707111
-1.61643 0.00706109
-1.60646 0.00708411
-1.59648 0.0071357
-1.5865 0.00718052
-1.57652 0.00718808
-1.56654 0.00725205
-1.55657 0.00727859
-1.54659 0.0073004
-1.53661 0.00734437
-1.52663 0.00738162
-1.51665 0.00741298
-1.50668 0.00746272
-1.4967 0.00748256
-1.48672 0.00754244
-1.47674 0.00755099
-1.46676 0.00761822
-1.45679 0.00763673
-1.44681 0.0076894
-1.43683 0.00773471
-1.42685 0.00777287
-1.41687 0.00782197
-1.4069 0.00786422
-1.39692 0.00791582
-1.38694 0.00794377
-1.37696 0.00799628
-1.36698 0.00804126
-1.35701 0.00809296
-1.34703 0.00813682
-1.33705 0.00818665
-1.32707 0.00824128
-1.31709 0.00828777
-1.30712 0.0083384
-1.29714 0.00838111
-1.28716 0.00843833
-1.27718 0.00848695
-1.2672 0.00854787
-1.25723 0.00859007
-1.24725 0.00864336
-1.23727 0.00869728
-1.22729 0.00874274
-1.21731 0.00880546
-1.20734 0.00885873
-1.19736 0.00891098
-1.18738 0.00896222
-1.1774 0.00902659
-1.16742 0.00907395
-1.15745 0.00913307
-1.14747 0.00918903
-1.13749 0.00924831
-1.12751 0.00930382
-1.11753 0.00935539
-1.10756 0.0094148
-1.09758 0.00949612
-1.0876 0.00948101
-1.07762 0.00956313
-1.06764 0.0096823
-1.05767 0.00969139
-1.04769 0.00973874
-1.03771 0.00981975
-1.02773 0.0098446
-1.01775 0.00990184
-1.00778 0.00998751
-0.997799 0.0100585
-0.987821 0.0100783
-0.977843 0.0101247
-0.967865 0.0101937
-0.957887 0.0102813
-0.947909 0.0102882
-0.937931 0.0103779
-0.927953 0.01042
-0.917975 0.010448
-0.907997 0.0105187
-0.898019 0.0105439
-0.888041 0.0106059
-0.878063 0.0106261
-0.868085 0.0106778
-0.858107 0.0107098
-0.848129 0.010747
-0.838151 0.0107647
-0.828173 0.010783
-0.818195 0.0108218
-0.808217 0.0108384
-0.798239 0.0108696
-0.788261 0.0108761
-0.778283 0.0108758
-0.768305 0.0108844
-0.758327 0.0108821
-0.748349 0.0108676
-0.738371 0.0108539
-0.728393 0.0108381
-0.718415 0.0108179
-0.708437 0.0107773
-0.698459 0.0107393
-0.688481 0.0106881
-0.678503 0.0106317
-0.668525 0.010555
-0.658547 0.0104746
-0.648569 0.0103652
-0.638591 0.0102491
-0.628613 0.0101167
-0.618635 0.0099477
-0.608657 0.00974554
-0.598679 0.00948613
-0.588701 0.00917385
-0.578723 0.00870346
-0.568745 0.00805165
-0.558767 0.00773955
-0.548789 0.00700685
-0.538811 0.006609
